#file,merlin-0.01-0.01-0.25-32-1.0,merlin-0.01-0.01-0.50-32-1.0,merlin-0.01-0.01-1.00-32-1.0,merlin-0.01-0.01-2.00-32-1.0,merlin-0.01-0.05-0.25-32-1.0,merlin-0.01-0.05-0.50-32-1.0,merlin-0.01-0.05-1.00-32-1.0,merlin-0.01-0.05-2.00-32-1.0,merlin-0.01-0.10-0.25-32-1.0,merlin-0.01-0.10-0.50-32-1.0,merlin-0.01-0.10-1.00-32-1.0,merlin-0.01-0.10-2.00-32-1.0,merlin-0.05-0.01-0.25-32-1.0,merlin-0.05-0.01-0.50-32-1.0,merlin-0.05-0.01-1.00-32-1.0,merlin-0.05-0.01-2.00-32-1.0,merlin-0.05-0.05-0.25-32-1.0,merlin-0.05-0.05-0.50-32-1.0,merlin-0.05-0.05-1.00-32-1.0,merlin-0.05-0.05-2.00-32-1.0,merlin-0.05-0.10-0.25-32-1.0,merlin-0.05-0.10-0.50-32-1.0,merlin-0.05-0.10-1.00-32-1.0,merlin-0.05-0.10-2.00-32-1.0,merlin-0.10-0.01-0.25-32-1.0,merlin-0.10-0.01-0.50-32-1.0,merlin-0.10-0.01-1.00-32-1.0,merlin-0.10-0.01-2.00-32-1.0,merlin-0.10-0.05-0.25-32-1.0,merlin-0.10-0.05-0.50-32-1.0,merlin-0.10-0.05-1.00-32-1.0,merlin-0.10-0.05-2.00-32-1.0,merlin-0.10-0.10-0.25-32-1.0,merlin-0.10-0.10-0.50-32-1.0,merlin-0.10-0.10-1.00-32-1.0,merlin-0.10-0.10-2.00-32-1.0,merlin-0.15-0.01-0.25-32-1.0,merlin-0.15-0.01-0.50-32-1.0,merlin-0.15-0.01-1.00-32-1.0,merlin-0.15-0.01-2.00-32-1.0,merlin-0.15-0.05-0.25-32-1.0,merlin-0.15-0.05-0.50-32-1.0,merlin-0.15-0.05-1.00-32-1.0,merlin-0.15-0.05-2.00-32-1.0,merlin-0.15-0.10-0.25-32-1.0,merlin-0.15-0.10-0.50-32-1.0,merlin-0.15-0.10-1.00-32-1.0,merlin-0.15-0.10-2.00-32-1.0
fiu_ikki-110108-112108.oracleGeneral.zst_5256676,0.6513,0.6294,0.6073,0.5865,0.6506,0.6293,0.6099,0.5883,0.6517,0.6343,0.6162,0.5955,0.6462,0.6249,0.6066,0.5874,0.6455,0.6245,0.6061,0.5886,0.6449,0.6311,0.6158,0.5933,0.6329,0.6241,0.6072,0.5908,0.6322,0.6232,0.6065,0.5912,0.64,0.6302,0.6121,0.5894,0.6323,0.6186,0.6068,0.5954,0.6314,0.6174,0.6097,0.5941,0.6405,0.625,0.6149,0.5921
fiu_homes-110108-112108.oracleGeneral.zst_17836701,0.4132,0.3989,0.3816,0.3739,0.4128,0.3978,0.3815,0.3737,0.4157,0.4023,0.3829,0.3735,0.4103,0.3949,0.38,0.3716,0.4101,0.3948,0.3797,0.3711,0.4109,0.3995,0.3802,0.3709,0.4019,0.3933,0.3784,0.3706,0.4014,0.3931,0.3778,0.3704,0.4048,0.3961,0.3784,0.3716,0.397,0.3904,0.3784,0.3721,0.3967,0.3904,0.3782,0.3724,0.4025,0.3911,0.3788,0.374
fiu_webusers-030409-033109.oracleGeneral.zst_7726138,0.7144,0.7174,0.7179,0.7216,0.7102,0.7103,0.7125,0.7191,0.7099,0.7099,0.7132,0.7179,0.7164,0.7193,0.7204,0.7258,0.712,0.7124,0.717,0.7216,0.7119,0.7117,0.7128,0.7219,0.7187,0.7213,0.723,0.7294,0.7138,0.7177,0.7165,0.7186,0.7126,0.7162,0.7189,0.7198,0.7201,0.7233,0.7256,0.732,0.7164,0.719,0.7182,0.723,0.7148,0.7146,0.7154,0.7267
fiu_webmail.cs.fiu.edu-110108-113008.oracleGeneral.zst_7795815,0.4835,0.4893,0.5088,0.5159,0.4812,0.4867,0.5013,0.51,0.4813,0.4825,0.4972,0.5037,0.4873,0.4927,0.5116,0.5161,0.484,0.4961,0.5056,0.5106,0.485,0.4875,0.4978,0.5001,0.4921,0.4993,0.5154,0.5161,0.4879,0.4995,0.5034,0.5033,0.4895,0.4913,0.5016,0.4957,0.4982,0.5064,0.5184,0.5142,0.497,0.504,0.5094,0.5003,0.4935,0.4956,0.5042,0.494
fiu_casa-110108-112108.oracleGeneral.zst_8973201,0.2147,0.2071,0.2028,0.2012,0.2163,0.2104,0.2033,0.202,0.2195,0.2138,0.2082,0.2053,0.2117,0.2056,0.2024,0.2011,0.2152,0.2084,0.2033,0.2016,0.2177,0.2116,0.2069,0.2046,0.2104,0.2048,0.2018,0.2009,0.2123,0.2059,0.2025,0.2013,0.2155,0.2094,0.2056,0.2038,0.2083,0.2038,0.2014,0.2002,0.2092,0.2039,0.2019,0.2008,0.2124,0.2078,0.205,0.2041
fiu_webresearch-030409-033109.oracleGeneral.zst_3274061,0.6376,0.6367,0.6386,0.6388,0.6376,0.6366,0.6382,0.6381,0.6376,0.6364,0.6373,0.6368,0.6374,0.6371,0.6388,0.6388,0.6374,0.6371,0.6383,0.6384,0.6378,0.6374,0.638,0.638,0.6366,0.6374,0.6371,0.6374,0.6368,0.637,0.6368,0.6368,0.6366,0.6369,0.6367,0.6373,0.6369,0.637,0.6369,0.6369,0.6367,0.6368,0.6367,0.6366,0.6363,0.6368,0.6369,0.6364
fiu_webmail+online.cs.fiu.edu-110108-113008.oracleGeneral.zst_14294158,0.6003,0.6114,0.6277,0.6091,0.5996,0.6099,0.6284,0.6064,0.5957,0.6077,0.6232,0.6099,0.6038,0.6141,0.6266,0.6105,0.6007,0.6125,0.6221,0.6041,0.5987,0.6073,0.6194,0.6092,0.6082,0.6164,0.6283,0.6133,0.6085,0.6158,0.628,0.6104,0.6029,0.6084,0.6222,0.6083,0.6129,0.631,0.6289,0.6167,0.6098,0.6286,0.629,0.6179,0.6063,0.6247,0.6221,0.6106
fiu_online.cs.fiu.edu-110108-113008.oracleGeneral.zst_5700499,0.7586,0.7688,0.7762,0.7737,0.7523,0.7526,0.7757,0.773,0.7563,0.7529,0.7722,0.7698,0.7622,0.7668,0.7792,0.7743,0.7544,0.7652,0.7736,0.7735,0.7478,0.7535,0.7733,0.7668,0.7646,0.7748,0.7855,0.7785,0.7513,0.7661,0.777,0.7755,0.751,0.7574,0.7738,0.7703,0.7691,0.7777,0.7898,0.781,0.7579,0.7743,0.7754,0.7771,0.7568,0.7608,0.7823,0.7744
fiu_cheetah.cs.fiu.edu-110108-113008.oracleGeneral.zst_442393092,0.1532,0.1536,0.1547,0.1563,0.1566,0.1554,0.1554,0.1561,0.1623,0.1581,0.1563,0.1573,0.1551,0.1552,0.1563,0.158,0.1577,0.1567,0.1562,0.157,0.1625,0.1588,0.158,0.1594,0.1572,0.1578,0.1583,0.1589,0.1589,0.158,0.1581,0.159,0.1625,0.1606,0.1604,0.1615,0.1595,0.1602,0.1616,0.1623,0.161,0.161,0.1613,0.1624,0.164,0.1637,0.1637,0.1643
fiu_madmax-110108-112108.oracleGeneral.zst_918010,0.8155,0.812,0.8112,0.812,0.8156,0.8132,0.8123,0.8128,0.8158,0.8154,0.8149,0.8145,0.8168,0.8129,0.8121,0.8135,0.8163,0.8145,0.8132,0.8139,0.817,0.818,0.814,0.8157,0.8187,0.8142,0.8139,0.8158,0.819,0.8187,0.8157,0.8159,0.8189,0.8188,0.8159,0.8161,0.8202,0.8182,0.8157,0.8178,0.8203,0.8193,0.8178,0.8172,0.8204,0.821,0.8183,0.8195
