#file,merlin-0.01-0.01-0.25-32-1.0,merlin-0.01-0.01-0.50-32-1.0,merlin-0.01-0.01-1.00-32-1.0,merlin-0.01-0.01-2.00-32-1.0,merlin-0.01-0.05-0.25-32-1.0,merlin-0.01-0.05-0.50-32-1.0,merlin-0.01-0.05-1.00-32-1.0,merlin-0.01-0.05-2.00-32-1.0,merlin-0.01-0.10-0.25-32-1.0,merlin-0.01-0.10-0.50-32-1.0,merlin-0.01-0.10-1.00-32-1.0,merlin-0.01-0.10-2.00-32-1.0,merlin-0.05-0.01-0.25-32-1.0,merlin-0.05-0.01-0.50-32-1.0,merlin-0.05-0.01-1.00-32-1.0,merlin-0.05-0.01-2.00-32-1.0,merlin-0.05-0.05-0.25-32-1.0,merlin-0.05-0.05-0.50-32-1.0,merlin-0.05-0.05-1.00-32-1.0,merlin-0.05-0.05-2.00-32-1.0,merlin-0.05-0.10-0.25-32-1.0,merlin-0.05-0.10-0.50-32-1.0,merlin-0.05-0.10-1.00-32-1.0,merlin-0.05-0.10-2.00-32-1.0,merlin-0.10-0.01-0.25-32-1.0,merlin-0.10-0.01-0.50-32-1.0,merlin-0.10-0.01-1.00-32-1.0,merlin-0.10-0.01-2.00-32-1.0,merlin-0.10-0.05-0.25-32-1.0,merlin-0.10-0.05-0.50-32-1.0,merlin-0.10-0.05-1.00-32-1.0,merlin-0.10-0.05-2.00-32-1.0,merlin-0.10-0.10-0.25-32-1.0,merlin-0.10-0.10-0.50-32-1.0,merlin-0.10-0.10-1.00-32-1.0,merlin-0.10-0.10-2.00-32-1.0,merlin-0.15-0.01-0.25-32-1.0,merlin-0.15-0.01-0.50-32-1.0,merlin-0.15-0.01-1.00-32-1.0,merlin-0.15-0.01-2.00-32-1.0,merlin-0.15-0.05-0.25-32-1.0,merlin-0.15-0.05-0.50-32-1.0,merlin-0.15-0.05-1.00-32-1.0,merlin-0.15-0.05-2.00-32-1.0,merlin-0.15-0.10-0.25-32-1.0,merlin-0.15-0.10-0.50-32-1.0,merlin-0.15-0.10-1.00-32-1.0,merlin-0.15-0.10-2.00-32-1.0
fiu_ikki-110108-112108.oracleGeneral.zst_5256676,0.4885,0.4371,0.437,0.4436,0.4843,0.4371,0.4363,0.4435,0.4836,0.4458,0.4379,0.4436,0.4835,0.4317,0.4383,0.4452,0.4797,0.4318,0.4392,0.4452,0.4671,0.4498,0.4391,0.4452,0.485,0.4374,0.4423,0.4445,0.4597,0.4374,0.4431,0.4448,0.4611,0.4509,0.4464,0.4539,0.4488,0.4468,0.447,0.4485,0.4485,0.4479,0.4493,0.4489,0.4498,0.4581,0.4476,0.4408
fiu_homes-110108-112108.oracleGeneral.zst_17836701,0.3117,0.2872,0.2781,0.2831,0.3117,0.2881,0.2783,0.2832,0.3249,0.3039,0.2869,0.2811,0.3092,0.2804,0.2748,0.2813,0.3109,0.2809,0.2749,0.2816,0.322,0.3012,0.2803,0.2763,0.2974,0.2799,0.2756,0.285,0.298,0.281,0.2753,0.2853,0.322,0.2819,0.2794,0.286,0.2974,0.2819,0.2786,0.2905,0.2985,0.2834,0.2785,0.2836,0.3136,0.2837,0.2799,0.2815
fiu_webusers-030409-033109.oracleGeneral.zst_7726138,0.5943,0.599,0.6181,0.6324,0.5855,0.5908,0.5912,0.5913,0.5887,0.5867,0.5892,0.5911,0.6003,0.599,0.6069,0.6167,0.5972,0.5936,0.5939,0.5996,0.5944,0.5918,0.5955,0.5949,0.6054,0.6181,0.6139,0.6276,0.5986,0.6045,0.6107,0.6145,0.5982,0.601,0.6038,0.6126,0.6144,0.6167,0.6282,0.625,0.6097,0.6094,0.6179,0.6158,0.6078,0.6086,0.6133,0.6083
fiu_webmail.cs.fiu.edu-110108-113008.oracleGeneral.zst_7795815,0.4801,0.3896,0.2539,0.2608,0.3662,0.348,0.2559,0.2556,0.3401,0.3255,0.2671,0.2676,0.4799,0.4795,0.2491,0.2602,0.3691,0.3415,0.2581,0.2652,0.3409,0.3287,0.2784,0.2753,0.3967,0.4056,0.2467,0.2696,0.3727,0.3289,0.285,0.2819,0.3332,0.3168,0.2959,0.2849,0.3946,0.3084,0.2442,0.267,0.3624,0.3207,0.2761,0.2804,0.3368,0.3171,0.2907,0.279
fiu_casa-110108-112108.oracleGeneral.zst_8973201,0.1632,0.1627,0.1648,0.1683,0.1658,0.1626,0.1606,0.1682,0.1631,0.1642,0.1624,0.1676,0.1627,0.1622,0.1617,0.1661,0.1622,0.1622,0.1619,0.1666,0.1618,0.1621,0.1642,0.1635,0.1607,0.1635,0.1624,0.1657,0.1608,0.1639,0.1626,0.1636,0.1614,0.1646,0.1623,0.1617,0.1604,0.1632,0.1633,0.1672,0.161,0.1634,0.1631,0.1672,0.1608,0.1643,0.1644,0.1595
fiu_webresearch-030409-033109.oracleGeneral.zst_3274061,0.5797,0.5798,0.5799,0.5797,0.578,0.5779,0.5777,0.5779,0.578,0.5777,0.5777,0.5778,0.5788,0.5788,0.5787,0.5788,0.5785,0.5786,0.5785,0.5781,0.5775,0.5776,0.5773,0.5775,0.5827,0.5826,0.5822,0.5822,0.5818,0.5818,0.5812,0.582,0.5811,0.5811,0.5814,0.5812,0.5862,0.5859,0.5858,0.5857,0.5866,0.5859,0.5858,0.5857,0.585,0.5852,0.5852,0.5852
fiu_webmail+online.cs.fiu.edu-110108-113008.oracleGeneral.zst_14294158,0.5521,0.4641,0.4082,0.4303,0.436,0.426,0.4027,0.4311,0.4324,0.4229,0.4011,0.4192,0.5575,0.4744,0.4162,0.4381,0.4409,0.4378,0.4062,0.4426,0.4304,0.4252,0.4102,0.4231,0.5818,0.4682,0.4342,0.4508,0.4595,0.4495,0.4324,0.4508,0.4446,0.4347,0.4175,0.4413,0.5807,0.4715,0.4493,0.4685,0.469,0.4527,0.4448,0.4522,0.4551,0.4505,0.4378,0.448
fiu_online.cs.fiu.edu-110108-113008.oracleGeneral.zst_5700499,0.5974,0.5935,0.6226,0.6438,0.593,0.5815,0.6147,0.6346,0.5777,0.5794,0.6181,0.643,0.6084,0.6054,0.6328,0.6575,0.5939,0.5955,0.6321,0.6657,0.5851,0.595,0.6207,0.6211,0.6102,0.6181,0.6497,0.6668,0.6083,0.609,0.6399,0.6747,0.6029,0.604,0.6328,0.652,0.6236,0.6332,0.658,0.6831,0.6189,0.629,0.652,0.6802,0.6139,0.6165,0.6237,0.6727
fiu_cheetah.cs.fiu.edu-110108-113008.oracleGeneral.zst_442393092,0.0864,0.086,0.0863,0.0881,0.0864,0.0859,0.0862,0.088,0.0876,0.0861,0.0871,0.0879,0.0851,0.0846,0.0853,0.087,0.0851,0.0846,0.0853,0.0869,0.0855,0.0854,0.086,0.0868,0.085,0.0848,0.0857,0.0873,0.085,0.0848,0.0857,0.0871,0.0856,0.0854,0.086,0.0868,0.0853,0.0852,0.0865,0.0879,0.0854,0.0853,0.0866,0.0881,0.0859,0.0855,0.0865,0.0867
fiu_madmax-110108-112108.oracleGeneral.zst_918010,0.7133,0.714,0.7156,0.7157,0.7154,0.7149,0.7177,0.7174,0.7152,0.7149,0.7149,0.7153,0.7175,0.7185,0.7198,0.7199,0.7176,0.7183,0.7214,0.7217,0.7175,0.7181,0.7189,0.7181,0.7215,0.7219,0.7226,0.7244,0.7223,0.7222,0.7224,0.7267,0.7221,0.7222,0.7224,0.7226,0.7277,0.728,0.7284,0.7303,0.7281,0.7284,0.7286,0.7324,0.7281,0.7284,0.7287,0.7287
