#file,merlin-0.01-0.01-0.25-32-1.0,merlin-0.01-0.01-0.50-32-1.0,merlin-0.01-0.01-1.00-32-1.0,merlin-0.01-0.01-2.00-32-1.0,merlin-0.01-0.05-0.25-32-1.0,merlin-0.01-0.05-0.50-32-1.0,merlin-0.01-0.05-1.00-32-1.0,merlin-0.01-0.05-2.00-32-1.0,merlin-0.01-0.10-0.25-32-1.0,merlin-0.01-0.10-0.50-32-1.0,merlin-0.01-0.10-1.00-32-1.0,merlin-0.01-0.10-2.00-32-1.0,merlin-0.05-0.01-0.25-32-1.0,merlin-0.05-0.01-0.50-32-1.0,merlin-0.05-0.01-1.00-32-1.0,merlin-0.05-0.01-2.00-32-1.0,merlin-0.05-0.05-0.25-32-1.0,merlin-0.05-0.05-0.50-32-1.0,merlin-0.05-0.05-1.00-32-1.0,merlin-0.05-0.05-2.00-32-1.0,merlin-0.05-0.10-0.25-32-1.0,merlin-0.05-0.10-0.50-32-1.0,merlin-0.05-0.10-1.00-32-1.0,merlin-0.05-0.10-2.00-32-1.0,merlin-0.10-0.01-0.25-32-1.0,merlin-0.10-0.01-0.50-32-1.0,merlin-0.10-0.01-1.00-32-1.0,merlin-0.10-0.01-2.00-32-1.0,merlin-0.10-0.05-0.25-32-1.0,merlin-0.10-0.05-0.50-32-1.0,merlin-0.10-0.05-1.00-32-1.0,merlin-0.10-0.05-2.00-32-1.0,merlin-0.10-0.10-0.25-32-1.0,merlin-0.10-0.10-0.50-32-1.0,merlin-0.10-0.10-1.00-32-1.0,merlin-0.10-0.10-2.00-32-1.0,merlin-0.15-0.01-0.25-32-1.0,merlin-0.15-0.01-0.50-32-1.0,merlin-0.15-0.01-1.00-32-1.0,merlin-0.15-0.01-2.00-32-1.0,merlin-0.15-0.05-0.25-32-1.0,merlin-0.15-0.05-0.50-32-1.0,merlin-0.15-0.05-1.00-32-1.0,merlin-0.15-0.05-2.00-32-1.0,merlin-0.15-0.10-0.25-32-1.0,merlin-0.15-0.10-0.50-32-1.0,merlin-0.15-0.10-1.00-32-1.0,merlin-0.15-0.10-2.00-32-1.0
fiu_ikki-110108-112108.oracleGeneral.zst_5256676,0.2228,0.2205,0.2204,0.2204,0.2226,0.2204,0.2204,0.2204,0.2227,0.2205,0.2205,0.2205,0.2122,0.2098,0.2098,0.2098,0.2121,0.2098,0.2098,0.2098,0.2121,0.2099,0.2099,0.2099,0.2035,0.2027,0.2026,0.2026,0.2035,0.2027,0.2026,0.2026,0.2035,0.2027,0.2026,0.2026,0.2031,0.2031,0.2031,0.2031,0.2031,0.2031,0.2031,0.2031,0.2031,0.2031,0.2031,0.2031
fiu_homes-110108-112108.oracleGeneral.zst_17836701,0.1237,0.1246,0.1247,0.1247,0.1237,0.1246,0.1247,0.1247,0.1246,0.1247,0.1247,0.1247,0.1175,0.1173,0.1173,0.1173,0.1174,0.1173,0.1173,0.1173,0.1175,0.1173,0.1173,0.1173,0.1171,0.1167,0.1167,0.1167,0.1171,0.1167,0.1167,0.1167,0.1171,0.1169,0.1169,0.1169,0.1171,0.1168,0.1168,0.1168,0.1171,0.1168,0.1168,0.1168,0.1178,0.1182,0.1181,0.1181
fiu_webusers-030409-033109.oracleGeneral.zst_7726138,0.1072,0.1065,0.1571,0.1798,0.1067,0.1063,0.1524,0.1833,0.1071,0.1073,0.1137,0.1149,0.1154,0.1163,0.176,0.1948,0.1129,0.1131,0.1159,0.1166,0.1127,0.1132,0.1184,0.1189,0.1222,0.1219,0.1588,0.1362,0.1203,0.1212,0.1864,0.1246,0.1205,0.1217,0.1858,0.2008,0.1392,0.1442,0.2138,0.1876,0.1397,0.143,0.1612,0.2092,0.1374,0.1428,0.2327,0.2069
fiu_webmail.cs.fiu.edu-110108-113008.oracleGeneral.zst_7795815,0.0806,0.0802,0.0802,0.0802,0.0805,0.0802,0.0802,0.0802,0.0807,0.0802,0.0802,0.0802,0.0794,0.0794,0.0795,0.0795,0.0794,0.0794,0.0793,0.0793,0.0791,0.0791,0.0791,0.0791,0.0771,0.0771,0.0772,0.0772,0.0773,0.0773,0.0773,0.0773,0.0827,0.0829,0.0831,0.0831,0.0753,0.0753,0.0753,0.0753,0.0764,0.0765,0.0765,0.0765,0.0774,0.0776,0.0777,0.0777
fiu_casa-110108-112108.oracleGeneral.zst_8973201,0.0517,0.0546,0.0553,0.0553,0.0512,0.0526,0.0528,0.0528,0.0515,0.0523,0.0528,0.0528,0.0496,0.0542,0.0545,0.0545,0.0496,0.0537,0.0541,0.0541,0.0493,0.0529,0.0529,0.0529,0.0497,0.0558,0.0558,0.0558,0.0515,0.0566,0.0567,0.0567,0.0516,0.0562,0.0562,0.0562,0.0538,0.0563,0.0566,0.0566,0.0533,0.0574,0.0576,0.0576,0.0521,0.0577,0.0577,0.0577
fiu_webresearch-030409-033109.oracleGeneral.zst_3274061,0.3337,0.333,0.4472,0.4534,0.3317,0.3318,0.449,0.4533,0.3308,0.331,0.3678,0.429,0.345,0.3451,0.4434,0.4698,0.3445,0.3436,0.4458,0.4787,0.3432,0.3431,0.4017,0.4643,0.3614,0.3613,0.4681,0.4741,0.3601,0.3599,0.4036,0.5104,0.3593,0.3591,0.3764,0.4625,0.3778,0.3771,0.4605,0.4972,0.3764,0.3762,0.4136,0.5018,0.3756,0.3756,0.396,0.4923
fiu_webmail+online.cs.fiu.edu-110108-113008.oracleGeneral.zst_14294158,0.152,0.1281,0.1275,0.1275,0.1491,0.1282,0.125,0.125,0.1446,0.1183,0.1267,0.1267,0.1514,0.1363,0.1355,0.1355,0.1486,0.1352,0.1327,0.1327,0.1452,0.1299,0.1345,0.1345,0.1484,0.1441,0.1446,0.1446,0.1346,0.1417,0.1459,0.1459,0.1362,0.1341,0.141,0.141,0.1357,0.1515,0.1519,0.1519,0.1297,0.1584,0.1501,0.1501,0.1354,0.1446,0.1429,0.1429
fiu_online.cs.fiu.edu-110108-113008.oracleGeneral.zst_5700499,0.1616,0.1727,0.1905,0.2032,0.1608,0.1726,0.1774,0.1976,0.161,0.1633,0.1861,0.1923,0.169,0.1869,0.2098,0.2058,0.1671,0.1739,0.1978,0.2003,0.166,0.1765,0.1911,0.199,0.182,0.1916,0.2022,0.2048,0.1801,0.19,0.1942,0.2039,0.1801,0.18,0.1996,0.2101,0.1928,0.2023,0.2195,0.2064,0.1885,0.1967,0.2179,0.2094,0.1904,0.1887,0.2099,0.2171
fiu_cheetah.cs.fiu.edu-110108-113008.oracleGeneral.zst_442393092,0.0462,0.0461,0.0462,0.0462,0.0462,0.0461,0.0462,0.0462,0.0462,0.0461,0.0461,0.0461,0.0458,0.0459,0.0461,0.0461,0.0458,0.0459,0.0461,0.0461,0.0458,0.0459,0.0461,0.0461,0.0464,0.0464,0.0464,0.0464,0.0463,0.0464,0.0464,0.0464,0.0463,0.0464,0.0464,0.0464,0.0467,0.0466,0.0466,0.0466,0.0466,0.0466,0.0466,0.0466,0.0466,0.0466,0.0466,0.0466
fiu_madmax-110108-112108.oracleGeneral.zst_918010,0.3276,0.3579,0.4315,0.434,0.3197,0.3502,0.4327,0.4342,0.316,0.3309,0.4263,0.4282,0.3427,0.3895,0.4377,0.4198,0.3333,0.3776,0.4473,0.4491,0.3298,0.3395,0.4576,0.4585,0.3703,0.4135,0.4772,0.4774,0.3549,0.3762,0.4833,0.4832,0.3534,0.3541,0.4447,0.4461,0.3953,0.4484,0.5081,0.5083,0.3786,0.4479,0.5352,0.5357,0.3693,0.367,0.5119,0.504
