merlin 1 0.0970 0.72
merlin 2 0.0970 1.39
merlin 4 0.0950 2.71
merlin 8 0.0953 5.30
merlin 16 0.0950 10.36
merlin 24 0.0950 15.45
merlin 32 0.0953 20.13
