s3fifo 1 0.1597 0.51
s3fifo 2 0.1597 0.99
s3fifo 4 0.1579 1.95
s3fifo 8 0.1581 3.84
s3fifo 16 0.1581 7.56
s3fifo 24 0.1581 11.28
s3fifo 32 0.1582 14.77
