#file,size,ARC,Belady,CAR,Cacheus,Clock,FIFO,FIFOMerge,GDSF,GLCache,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,Sieve,TwoQ,WTinyLFU,merlin
fiu_madmax-110108-112108.oracleGeneral.zst,209,0.8548,0.8447,0.855,0.8552,0.8814,0.9136,0.8642,0.861,0.8982,0.8777,0.8855,0.8629,0.8545,0.8845,0.8741,0.855,0.8555,0.8771,0.8564,0.8732,0.8551
fiu_webusers-030409-033109.oracleGeneral.zst,281,0.7586,0.7466,0.7585,0.7631,0.835,0.8913,0.8059,0.7943,0.8673,0.8314,0.773,0.8138,0.7582,0.8481,0.8175,0.7584,0.7583,0.7748,0.7628,0.7588,0.7579
fiu_cheetah.cs.fiu.edu-110108-113008.oracleGeneral.zst,44727,0.781,0.5586,0.7777,0.7859,0.8605,0.8658,0.8407,0.8456,0.8429,0.8576,0.8858,0.7822,0.7561,0.8664,0.8569,0.769,0.7643,0.8199,0.7849,0.823,0.766
fiu_casa-110108-112108.oracleGeneral.zst,977,0.2608,0.2351,0.2609,0.2697,0.3024,0.3465,0.2975,0.2944,0.3063,0.3047,0.5554,0.2898,0.262,0.3071,0.2946,0.2604,0.2629,0.4402,0.2729,0.2962,0.2638
fiu_webmail.cs.fiu.edu-110108-113008.oracleGeneral.zst,1466,0.5463,0.5305,0.5472,0.5564,0.5829,0.6508,0.6023,0.5705,0.6386,0.5879,0.7224,0.5742,0.5491,0.5895,0.5672,0.5465,0.5476,0.6507,0.5536,0.5848,0.5482
fiu_online.cs.fiu.edu-110108-113008.oracleGeneral.zst,590,0.823,0.8046,0.8228,0.8255,0.8563,0.8824,0.8482,0.8336,0.8524,0.8537,0.8611,0.8408,0.824,0.8617,0.8516,0.8228,0.8236,0.8337,0.8256,0.8342,0.8217
fiu_webresearch-030409-033109.oracleGeneral.zst,136,0.6711,0.6562,0.6714,0.6759,0.8161,0.8655,0.7442,0.7602,0.7731,0.8032,0.7289,0.7241,0.6701,0.8219,0.7825,0.6719,0.6722,0.7416,0.6834,0.6726,0.6706
fiu_webmail+online.cs.fiu.edu-110108-113008.oracleGeneral.zst,1647,0.6692,0.6492,0.6702,0.6811,0.7226,0.7818,0.7322,0.69,0.7555,0.7281,0.786,0.6963,0.6709,0.7332,0.7051,0.6695,0.6706,0.733,0.6756,0.6969,0.6707
fiu_homes-110108-112108.oracleGeneral.zst,5053,0.4794,0.4283,0.4795,0.4819,0.4996,0.5256,0.5023,0.4992,0.5215,0.5059,0.7075,0.4897,0.48,0.5036,0.4948,0.4793,0.4808,0.5593,0.4901,0.5207,0.4806
fiu_ikki-110108-112108.oracleGeneral.zst,2844,0.7341,0.673,0.7342,0.7365,0.7621,0.7828,0.7637,0.7521,0.7665,0.7609,0.8814,0.7527,0.7353,0.7657,0.7594,0.7343,0.7351,0.7795,0.7411,0.7521,0.7329
