#file,size,ARC,Belady,CAR,Cacheus,Clock,FIFO,FIFOMerge,GDSF,GLCache,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,Sieve,TwoQ,WTinyLFU,merlin
tencent_photo1.oracleGeneral.zst,396210733056,0.3098,0.2009,0.3079,0.2926,0.2934,0.3351,0.2993,0.3255,0.3876,0.2836,0.6838,0.423,0.2934,0.3001,0.2763,0.2687,0.2714,0.2789,0.2896,0.3252,0.2689
tencent_photo2.oracleGeneral.zst,383325831168,0.3152,0.2048,0.3133,0.2974,0.2983,0.3401,0.305,0.3323,0.3982,0.2886,0.686,0.4351,0.299,0.3051,0.2812,0.2738,0.2768,0.2847,0.2949,0.337,0.2741
