#file,size,FIFO,ARC,Cacheus,CAR,LHD,GDSF,TwoQ,S4LRU,Hyperbolic,LeCaR,WTinyLFU,Belady,Clock,LIRS,FIFOMerge,S3FIFO,QDLP,LRU,LFU,GLCache,Sieve,merlin
tencent_photo1.oracleGeneral.zst_2917228640,2466000000000.0,0.1995,0.2096,0.1895,0.2092,0.2334,0.1924,0.1967,0.1819,0.1837,0.1819,0.223,0.159,0.1845,0.1954,0.1876,0.183,0.1813,0.1865,0.4035,0.2068,0.1823,0.1826
tencent_photo2.oracleGeneral.zst_2731876301,2380000000000.0,0.2035,0.2142,0.1934,0.2139,0.2425,0.1968,0.2009,0.1859,0.1877,0.1858,0.2283,0.1629,0.1885,0.2001,0.1917,0.1872,0.1854,0.1905,0.4055,0.2043,0.1866,0.1869
