#file,size,ARC,Belady,CAR,Cacheus,Clock,FIFO,FIFOMerge,GDSF,GLCache,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,Sieve,TwoQ,WTinyLFU,merlin
msr_hm_0.oracleGeneral.zst,87837,0.2394,0.1525,0.2369,0.2418,0.2526,0.2693,0.257,0.2448,0.2502,0.2544,0.2529,0.2482,0.236,0.2538,0.2519,0.2366,0.2356,0.2494,0.2429,0.2328,0.2337
msr_src1_1.oracleGeneral.zst,1234118,0.6637,0.6004,0.6634,0.7819,0.7782,0.7773,0.7896,0.7716,0.7497,0.7784,0.6443,0.7189,0.7071,0.7752,0.7753,0.6678,0.7275,0.6442,0.7533,0.7205,0.6626
msr_proj_2.oracleGeneral.zst,3236048,0.7734,0.5558,0.7677,0.756,0.8115,0.8242,0.7742,0.8047,0.7688,0.7983,0.7755,0.7956,0.7578,0.818,0.8176,0.7631,0.7839,0.7755,0.8038,0.8093,0.7329
msr_src1_0.oracleGeneral.zst,1131868,0.7575,0.5514,0.7619,0.5966,0.8747,0.8526,0.7671,0.8569,0.7642,0.8409,0.7285,0.6934,0.7596,0.8801,0.8787,0.7855,0.7663,0.7285,0.7132,0.5837,0.7707
msr_proj_1.oracleGeneral.zst,3090400,0.6761,0.6536,0.6761,0.6752,0.6891,0.7172,0.7025,0.6796,0.7207,0.6899,0.6761,0.6911,0.7087,0.7057,0.6936,0.6758,0.682,0.6761,0.7049,0.7216,0.6821
msr_prn_1.oracleGeneral.zst,434715,0.2434,0.2048,0.2442,0.2381,0.3091,0.3494,0.3359,0.2815,0.2937,0.3062,0.2477,0.2871,0.2415,0.324,0.288,0.2459,0.2395,0.2437,0.2818,0.2463,0.2514
msr_proj_4.oracleGeneral.zst,600505,0.5153,0.4644,0.5158,0.4866,0.6371,0.6767,0.6525,0.5884,0.6591,0.644,0.6573,0.6245,0.4934,0.6561,0.642,0.5107,0.5235,0.6573,0.6043,0.5011,0.4892
msr_proj_0.oracleGeneral.zst,57245,0.1485,0.0924,0.1445,0.1605,0.153,0.1787,0.1675,0.1422,0.1597,0.1568,0.355,0.1537,0.1429,0.1557,0.1473,0.142,0.1421,0.1662,0.1509,0.1572,0.1422
msr_web_2.oracleGeneral.zst,264254,0.9781,0.7307,0.9781,0.9633,0.9923,0.9924,0.9116,0.9921,0.8681,0.9821,0.9781,0.8677,0.744,0.9924,0.9924,0.9918,0.992,0.9781,0.9876,0.7789,0.7676
msr_prn_0.oracleGeneral.zst,142277,0.1627,0.1274,0.1644,0.2942,0.1815,0.2036,0.1916,0.1864,0.1939,0.19,0.3348,0.1788,0.1648,0.1861,0.1769,0.1735,0.1762,0.1791,0.1676,0.1789,0.1747
msr_prxy_1.oracleGeneral.zst,78045,0.0025,0.0023,0.0025,0.0025,0.0025,0.0036,0.003,0.0025,0.0026,0.0025,0.0025,0.0025,0.0026,0.0025,0.0025,0.0025,0.0025,0.0025,0.0027,0.0025,0.0025
msr_prxy_0.oracleGeneral.zst,31136,0.027,0.0156,0.0276,0.0264,0.0283,0.0336,0.0345,0.0243,0.0288,0.0293,0.0722,0.0245,0.0279,0.0261,0.0263,0.0261,0.026,0.0273,0.0243,0.0232,0.0252
msr_usr_1.oracleGeneral.zst,2793211,0.3394,0.3084,0.3395,0.3402,0.3611,0.3724,0.3715,0.3457,0.3517,0.3627,0.3399,0.3702,0.3443,0.3684,0.3528,0.3393,0.3439,0.3399,0.3662,0.3563,0.3507
msr_usr_2.oracleGeneral.zst,1474951,0.7175,0.6977,0.7175,0.7281,0.7421,0.7462,0.7415,0.7351,0.7535,0.737,0.7175,0.7424,0.7191,0.7449,0.7431,0.7137,0.7286,0.7175,0.7381,0.7303,0.72
