#file,size,ARC,Belady,CAR,Cacheus,Clock,FIFO,FIFOMerge,GDSF,GLCache,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,Sieve,TwoQ,WTinyLFU,merlin
msr_hm_0.oracleGeneral.zst,4391,0.4,0.3456,0.3992,0.4039,0.4249,0.4451,0.4303,0.4092,0.4283,0.4286,0.4757,0.412,0.4039,0.4287,0.4228,0.3977,0.3988,0.4083,0.4023,0.4073,0.3971
msr_src1_1.oracleGeneral.zst,61705,0.9254,0.8215,0.9254,0.9327,0.9222,0.9253,0.9302,0.921,0.9342,0.9238,0.942,0.9214,0.9606,0.9238,0.9215,0.9424,0.9439,0.9437,0.9375,0.9474,0.9428
msr_proj_2.oracleGeneral.zst,161802,0.906,0.8481,0.9052,0.91,0.9241,0.9305,0.9323,0.9131,0.9401,0.9269,0.93,0.9361,0.9146,0.9264,0.9173,0.906,0.9078,0.9291,0.9162,0.9382,0.9105
msr_src1_0.oracleGeneral.zst,56593,0.9563,0.9017,0.9571,0.9586,0.9623,0.9649,0.963,0.9621,0.975,0.9642,0.949,0.9599,0.9669,0.964,0.9635,0.9577,0.9578,0.9504,0.9605,0.9669,0.9591
msr_proj_1.oracleGeneral.zst,154520,0.8713,0.7875,0.8625,0.8694,0.8788,0.8753,0.8763,0.8733,0.8881,0.8758,0.875,0.8716,0.8927,0.8759,0.8711,0.8644,0.8641,0.8682,0.8742,0.8815,0.8591
msr_prn_1.oracleGeneral.zst,21735,0.7008,0.5637,0.7011,0.6977,0.7097,0.7203,0.7041,0.6987,0.716,0.7061,0.8482,0.7039,0.746,0.7118,0.7046,0.6975,0.6739,0.7124,0.6777,0.7083,0.6942
msr_proj_4.oracleGeneral.zst,30025,0.9512,0.8735,0.9532,0.9413,0.9742,0.9785,0.9603,0.9737,0.9601,0.9687,0.9674,0.9724,0.9331,0.9774,0.9762,0.942,0.9427,0.9674,0.9576,0.9483,0.9349
msr_proj_0.oracleGeneral.zst,2862,0.4752,0.3687,0.473,0.4763,0.5134,0.5596,0.5305,0.5062,0.547,0.5235,0.7519,0.4955,0.4758,0.5235,0.5097,0.4702,0.4697,0.5616,0.482,0.4825,0.471
msr_web_2.oracleGeneral.zst,13212,0.9961,0.9796,0.9961,0.9961,0.9962,0.9962,0.996,0.9961,0.996,0.9961,0.9961,0.9913,0.9836,0.9962,0.9962,0.9961,0.9961,0.9961,0.9961,0.9851,0.9851
msr_prn_0.oracleGeneral.zst,7113,0.3201,0.2633,0.3183,0.3236,0.3268,0.3339,0.3301,0.3199,0.3263,0.3298,0.5787,0.3182,0.3307,0.3253,0.3249,0.3155,0.316,0.324,0.3033,0.3087,0.313
msr_prxy_1.oracleGeneral.zst,3902,0.4228,0.4043,0.4224,0.4105,0.6331,0.65,0.5888,0.545,0.5488,0.6251,0.4979,0.4346,0.4105,0.6494,0.5162,0.4333,0.4331,0.4916,0.4752,0.4466,0.4285
msr_prxy_0.oracleGeneral.zst,1556,0.3001,0.1629,0.2808,0.2579,0.3584,0.4815,0.3966,0.2409,0.4004,0.3662,0.4295,0.3164,0.2517,0.3629,0.3332,0.2812,0.2772,0.3852,0.341,0.2242,0.2982
msr_usr_1.oracleGeneral.zst,139660,0.48,0.4428,0.4789,0.4864,0.4923,0.4989,0.4981,0.4852,0.5516,0.4889,0.5027,0.4841,0.487,0.4942,0.4904,0.474,0.4735,0.4759,0.4798,0.4805,0.4738
msr_usr_2.oracleGeneral.zst,73747,0.8112,0.7701,0.8104,0.8164,0.8273,0.8315,0.8289,0.8233,0.8322,0.826,0.8142,0.8229,0.8116,0.829,0.8265,0.805,0.8114,0.8134,0.8181,0.8376,0.8073
