#file,merlin-0.01-0.01-0.25-32-1.0,merlin-0.01-0.01-0.50-32-1.0,merlin-0.01-0.01-1.00-32-1.0,merlin-0.01-0.01-2.00-32-1.0,merlin-0.01-0.05-0.25-32-1.0,merlin-0.01-0.05-0.50-32-1.0,merlin-0.01-0.05-1.00-32-1.0,merlin-0.01-0.05-2.00-32-1.0,merlin-0.01-0.10-0.25-32-1.0,merlin-0.01-0.10-0.50-32-1.0,merlin-0.01-0.10-1.00-32-1.0,merlin-0.01-0.10-2.00-32-1.0,merlin-0.05-0.01-0.25-32-1.0,merlin-0.05-0.01-0.50-32-1.0,merlin-0.05-0.01-1.00-32-1.0,merlin-0.05-0.01-2.00-32-1.0,merlin-0.05-0.05-0.25-32-1.0,merlin-0.05-0.05-0.50-32-1.0,merlin-0.05-0.05-1.00-32-1.0,merlin-0.05-0.05-2.00-32-1.0,merlin-0.05-0.10-0.25-32-1.0,merlin-0.05-0.10-0.50-32-1.0,merlin-0.05-0.10-1.00-32-1.0,merlin-0.05-0.10-2.00-32-1.0,merlin-0.10-0.01-0.25-32-1.0,merlin-0.10-0.01-0.50-32-1.0,merlin-0.10-0.01-1.00-32-1.0,merlin-0.10-0.01-2.00-32-1.0,merlin-0.10-0.05-0.25-32-1.0,merlin-0.10-0.05-0.50-32-1.0,merlin-0.10-0.05-1.00-32-1.0,merlin-0.10-0.05-2.00-32-1.0,merlin-0.10-0.10-0.25-32-1.0,merlin-0.10-0.10-0.50-32-1.0,merlin-0.10-0.10-1.00-32-1.0,merlin-0.10-0.10-2.00-32-1.0,merlin-0.15-0.01-0.25-32-1.0,merlin-0.15-0.01-0.50-32-1.0,merlin-0.15-0.01-1.00-32-1.0,merlin-0.15-0.01-2.00-32-1.0,merlin-0.15-0.05-0.25-32-1.0,merlin-0.15-0.05-0.50-32-1.0,merlin-0.15-0.05-1.00-32-1.0,merlin-0.15-0.05-2.00-32-1.0,merlin-0.15-0.10-0.25-32-1.0,merlin-0.15-0.10-0.50-32-1.0,merlin-0.15-0.10-1.00-32-1.0,merlin-0.15-0.10-2.00-32-1.0
tencent_photo2.oracleGeneral.zst_2731876301,0.2276,0.2267,0.2262,0.2261,0.2276,0.2267,0.2262,0.2261,0.2275,0.2267,0.2262,0.2261,0.2187,0.218,0.2176,0.2175,0.2186,0.218,0.2176,0.2175,0.2186,0.218,0.2176,0.2175,0.2154,0.2149,0.2147,0.2147,0.2154,0.2149,0.2147,0.2146,0.2154,0.2149,0.2146,0.2146,0.2139,0.2136,0.2134,0.2135,0.2139,0.2135,0.2134,0.2134,0.2139,0.2135,0.2134,0.2134
tencent_photo1.oracleGeneral.zst_2917228640,0.222,0.2211,0.2206,0.2204,0.2219,0.2211,0.2206,0.2204,0.2219,0.2211,0.2206,0.2204,0.2135,0.2128,0.2124,0.2123,0.2134,0.2128,0.2124,0.2123,0.2134,0.2128,0.2124,0.2123,0.2103,0.2098,0.2096,0.2096,0.2103,0.2098,0.2096,0.2096,0.2103,0.2098,0.2096,0.2095,0.2089,0.2085,0.2084,0.2084,0.2088,0.2085,0.2084,0.2084,0.2088,0.2085,0.2083,0.2084
