#file,merlin-0.01-0.01-0.25-32-1.0,merlin-0.01-0.01-0.50-32-1.0,merlin-0.01-0.01-1.00-32-1.0,merlin-0.01-0.01-2.00-32-1.0,merlin-0.01-0.05-0.25-32-1.0,merlin-0.01-0.05-0.50-32-1.0,merlin-0.01-0.05-1.00-32-1.0,merlin-0.01-0.05-2.00-32-1.0,merlin-0.01-0.10-0.25-32-1.0,merlin-0.01-0.10-0.50-32-1.0,merlin-0.01-0.10-1.00-32-1.0,merlin-0.01-0.10-2.00-32-1.0,merlin-0.05-0.01-0.25-32-1.0,merlin-0.05-0.01-0.50-32-1.0,merlin-0.05-0.01-1.00-32-1.0,merlin-0.05-0.01-2.00-32-1.0,merlin-0.05-0.05-0.25-32-1.0,merlin-0.05-0.05-0.50-32-1.0,merlin-0.05-0.05-1.00-32-1.0,merlin-0.05-0.05-2.00-32-1.0,merlin-0.05-0.10-0.25-32-1.0,merlin-0.05-0.10-0.50-32-1.0,merlin-0.05-0.10-1.00-32-1.0,merlin-0.05-0.10-2.00-32-1.0,merlin-0.10-0.01-0.25-32-1.0,merlin-0.10-0.01-0.50-32-1.0,merlin-0.10-0.01-1.00-32-1.0,merlin-0.10-0.01-2.00-32-1.0,merlin-0.10-0.05-0.25-32-1.0,merlin-0.10-0.05-0.50-32-1.0,merlin-0.10-0.05-1.00-32-1.0,merlin-0.10-0.05-2.00-32-1.0,merlin-0.10-0.10-0.25-32-1.0,merlin-0.10-0.10-0.50-32-1.0,merlin-0.10-0.10-1.00-32-1.0,merlin-0.10-0.10-2.00-32-1.0,merlin-0.15-0.01-0.25-32-1.0,merlin-0.15-0.01-0.50-32-1.0,merlin-0.15-0.01-1.00-32-1.0,merlin-0.15-0.01-2.00-32-1.0,merlin-0.15-0.05-0.25-32-1.0,merlin-0.15-0.05-0.50-32-1.0,merlin-0.15-0.05-1.00-32-1.0,merlin-0.15-0.05-2.00-32-1.0,merlin-0.15-0.10-0.25-32-1.0,merlin-0.15-0.10-0.50-32-1.0,merlin-0.15-0.10-1.00-32-1.0,merlin-0.15-0.10-2.00-32-1.0
fiu_ikki-110108-112108.oracleGeneral.zst_5256676,0.3144,0.3119,0.3059,0.3088,0.314,0.3116,0.3061,0.3088,0.3137,0.3219,0.3143,0.3146,0.307,0.3081,0.2997,0.3029,0.3065,0.3072,0.3014,0.3027,0.3204,0.3072,0.3028,0.3024,0.2985,0.296,0.2973,0.2959,0.2978,0.2959,0.2974,0.2958,0.3019,0.2963,0.2975,0.2965,0.2974,0.2982,0.2967,0.2956,0.2998,0.2985,0.2985,0.2967,0.2987,0.2922,0.2956,0.2942
fiu_homes-110108-112108.oracleGeneral.zst_17836701,0.2013,0.1941,0.1958,0.1985,0.2014,0.194,0.1958,0.1987,0.2108,0.1974,0.1962,0.1989,0.196,0.1894,0.1935,0.194,0.1963,0.1894,0.1937,0.1945,0.204,0.1943,0.1966,0.1942,0.1911,0.1852,0.1915,0.1925,0.1909,0.1855,0.1917,0.1927,0.196,0.1844,0.1947,0.1919,0.1892,0.1851,0.1905,0.1913,0.1894,0.1843,0.1908,0.1912,0.1908,0.1844,0.1925,0.1916
fiu_webusers-030409-033109.oracleGeneral.zst_7726138,0.4166,0.4172,0.5261,0.5281,0.4088,0.4089,0.4923,0.5409,0.41,0.4096,0.4283,0.5095,0.4282,0.4263,0.5388,0.5677,0.4209,0.4228,0.4619,0.536,0.421,0.4239,0.4331,0.5092,0.4419,0.4436,0.5649,0.5916,0.4376,0.4371,0.5581,0.5528,0.4373,0.4382,0.4851,0.5477,0.4604,0.4607,0.5764,0.5925,0.4535,0.4535,0.5045,0.5946,0.4542,0.4534,0.4564,0.5714
fiu_webmail.cs.fiu.edu-110108-113008.oracleGeneral.zst_7795815,0.3531,0.2013,0.1758,0.1718,0.2667,0.1978,0.1763,0.1694,0.2432,0.1999,0.1795,0.1703,0.3082,0.1994,0.175,0.1742,0.241,0.2016,0.1817,0.1671,0.226,0.2066,0.1829,0.1759,0.2175,0.1997,0.1735,0.1746,0.2134,0.1976,0.1787,0.176,0.2147,0.1961,0.1846,0.1775,0.2118,0.2004,0.1838,0.1777,0.2078,0.1987,0.1899,0.1858,0.2099,0.1973,0.1883,0.188
fiu_casa-110108-112108.oracleGeneral.zst_8973201,0.0877,0.0858,0.1028,0.1119,0.0906,0.0886,0.1028,0.1119,0.0939,0.0926,0.09,0.1049,0.0869,0.0851,0.1059,0.1138,0.088,0.0868,0.1054,0.114,0.091,0.0899,0.088,0.1061,0.0857,0.0863,0.1078,0.1174,0.0869,0.0863,0.1015,0.1176,0.0892,0.0885,0.0871,0.1098,0.0862,0.0925,0.1101,0.1196,0.0865,0.0919,0.1072,0.1134,0.0885,0.0886,0.1006,0.1146
fiu_webresearch-030409-033109.oracleGeneral.zst_3274061,0.4965,0.4961,0.4963,0.4956,0.4958,0.4955,0.4951,0.4947,0.4946,0.4945,0.4946,0.494,0.5006,0.5011,0.4994,0.4994,0.4989,0.4989,0.4989,0.4988,0.4987,0.499,0.4986,0.4986,0.5064,0.5069,0.5068,0.5065,0.5064,0.5064,0.5065,0.5062,0.5061,0.5061,0.5061,0.5061,0.5157,0.5144,0.5151,0.5149,0.5146,0.5146,0.5146,0.5145,0.5142,0.5142,0.5144,0.5143
fiu_webmail+online.cs.fiu.edu-110108-113008.oracleGeneral.zst_14294158,0.333,0.2261,0.218,0.2794,0.289,0.2234,0.2161,0.2787,0.2625,0.2255,0.2137,0.2737,0.3388,0.2291,0.2202,0.2754,0.2901,0.2272,0.2217,0.2909,0.2669,0.2308,0.2179,0.2752,0.3188,0.2328,0.2253,0.2948,0.2851,0.2337,0.2215,0.2854,0.2598,0.2343,0.2217,0.2742,0.3158,0.2401,0.2303,0.3024,0.2712,0.2358,0.2245,0.2958,0.2512,0.2368,0.2258,0.2873
fiu_online.cs.fiu.edu-110108-113008.oracleGeneral.zst_5700499,0.3328,0.2873,0.2973,0.3748,0.3029,0.2934,0.2916,0.3465,0.3034,0.2902,0.2967,0.3078,0.3247,0.2958,0.3087,0.3869,0.3093,0.2997,0.3066,0.3155,0.3112,0.2953,0.3045,0.3186,0.3316,0.3072,0.3158,0.3817,0.3194,0.3066,0.3005,0.3337,0.3154,0.3059,0.3062,0.3291,0.3748,0.3167,0.3258,0.3493,0.3298,0.3177,0.3274,0.3503,0.3261,0.3178,0.3256,0.3668
fiu_cheetah.cs.fiu.edu-110108-113008.oracleGeneral.zst_442393092,0.0642,0.0641,0.0649,0.0661,0.0641,0.0641,0.0649,0.066,0.0641,0.0641,0.0648,0.066,0.0635,0.0634,0.0643,0.0655,0.0634,0.0635,0.0643,0.0654,0.0635,0.0635,0.0643,0.0654,0.0635,0.0638,0.0647,0.0659,0.0635,0.0638,0.0647,0.066,0.0635,0.0638,0.0647,0.066,0.0641,0.0643,0.0658,0.0667,0.0641,0.0643,0.0658,0.0667,0.064,0.0642,0.0658,0.0668
fiu_madmax-110108-112108.oracleGeneral.zst_918010,0.5668,0.5689,0.6087,0.6904,0.5668,0.5677,0.604,0.7015,0.5671,0.5643,0.6026,0.6404,0.5747,0.5744,0.6155,0.7258,0.5745,0.5745,0.6129,0.6918,0.5742,0.5744,0.6134,0.6567,0.5864,0.5877,0.6265,0.7365,0.5872,0.5876,0.6221,0.7191,0.5877,0.5881,0.6206,0.6825,0.6016,0.6029,0.6171,0.6718,0.5898,0.6018,0.6201,0.7198,0.5897,0.6019,0.6226,0.6425
