#file,size,ARC,Belady,CAR,Cacheus,Clock,FIFO,FIFOMerge,GDSF,GLCache,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,Sieve,TwoQ,WTinyLFU,merlin
wiki_2019u.oracleGeneral.zst,251255586816,0.3133,0.2183,0.3093,0.2993,0.3585,0.4224,0.3901,0.4121,0.4305,0.3523,0.3277,0.4079,0.3225,0.3702,0.3332,0.2982,0.295,0.2961,0.3135,0.3025,0.3012
wiki_2019t.oracleGeneral.zst,11811160064,0.2563,0.1714,0.2514,0.2439,0.2872,0.3517,0.2972,0.2741,0.4154,0.2787,0.279,0.3701,0.2567,0.2976,0.261,0.239,0.2366,0.2377,0.2533,0.2555,0.2415
wiki_2016u.oracleGeneral.zst,172872433664,0.3468,0.2431,0.3422,0.3318,0.4067,0.4722,0.4606,0.481,0.4893,0.4021,0.3592,0.4534,0.3666,0.4207,0.3729,0.3378,0.3365,0.3328,0.3561,0.3622,0.3431
