cacheuslru	0.992773412	1.636723908	0.282336062	5.083337539
cacheuslfu	0.124195551	1.609393791	0.349473327	1.61513531
arcl1	0.140960195	2.572170823	0.176015347	4.687294715
arcl2	0.999781173	1.895560522	0.385050725	10.13047119
flexcore	0.997045247	5.095463691	0.627016123	11.38110173
flexstaging	0.067341779	2.276967286	0.018059506	2.816333563
