#file,merlin-0.01-0.01-0.25-32-1.0,merlin-0.01-0.01-0.50-32-1.0,merlin-0.01-0.01-1.00-32-1.0,merlin-0.01-0.01-2.00-32-1.0,merlin-0.01-0.05-0.25-32-1.0,merlin-0.01-0.05-0.50-32-1.0,merlin-0.01-0.05-1.00-32-1.0,merlin-0.01-0.05-2.00-32-1.0,merlin-0.01-0.10-0.25-32-1.0,merlin-0.01-0.10-0.50-32-1.0,merlin-0.01-0.10-1.00-32-1.0,merlin-0.01-0.10-2.00-32-1.0,merlin-0.05-0.01-0.25-32-1.0,merlin-0.05-0.01-0.50-32-1.0,merlin-0.05-0.01-1.00-32-1.0,merlin-0.05-0.01-2.00-32-1.0,merlin-0.05-0.05-0.25-32-1.0,merlin-0.05-0.05-0.50-32-1.0,merlin-0.05-0.05-1.00-32-1.0,merlin-0.05-0.05-2.00-32-1.0,merlin-0.05-0.10-0.25-32-1.0,merlin-0.05-0.10-0.50-32-1.0,merlin-0.05-0.10-1.00-32-1.0,merlin-0.05-0.10-2.00-32-1.0,merlin-0.10-0.01-0.25-32-1.0,merlin-0.10-0.01-0.50-32-1.0,merlin-0.10-0.01-1.00-32-1.0,merlin-0.10-0.01-2.00-32-1.0,merlin-0.10-0.05-0.25-32-1.0,merlin-0.10-0.05-0.50-32-1.0,merlin-0.10-0.05-1.00-32-1.0,merlin-0.10-0.05-2.00-32-1.0,merlin-0.10-0.10-0.25-32-1.0,merlin-0.10-0.10-0.50-32-1.0,merlin-0.10-0.10-1.00-32-1.0,merlin-0.10-0.10-2.00-32-1.0,merlin-0.15-0.01-0.25-32-1.0,merlin-0.15-0.01-0.50-32-1.0,merlin-0.15-0.01-1.00-32-1.0,merlin-0.15-0.01-2.00-32-1.0,merlin-0.15-0.05-0.25-32-1.0,merlin-0.15-0.05-0.50-32-1.0,merlin-0.15-0.05-1.00-32-1.0,merlin-0.15-0.05-2.00-32-1.0,merlin-0.15-0.10-0.25-32-1.0,merlin-0.15-0.10-0.50-32-1.0,merlin-0.15-0.10-1.00-32-1.0,merlin-0.15-0.10-2.00-32-1.0
msr_proj_4.oracleGeneral.zst_6465639,0.4652,0.4652,0.4652,0.4652,0.4652,0.4652,0.4652,0.4652,0.4652,0.4652,0.4652,0.4652,0.4669,0.4669,0.4668,0.4668,0.4669,0.4669,0.4668,0.4668,0.4669,0.4669,0.4668,0.4668,0.4699,0.4699,0.4699,0.47,0.4699,0.4699,0.4699,0.47,0.4699,0.4699,0.4699,0.47,0.4713,0.4713,0.4712,0.4712,0.4713,0.4713,0.4712,0.4712,0.4713,0.4713,0.4712,0.4712
msr_prxy_1.oracleGeneral.zst_168638964,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024
msr_prn_0.oracleGeneral.zst_5585886,0.1376,0.1375,0.1374,0.1374,0.1376,0.1375,0.1374,0.1374,0.1376,0.1375,0.1374,0.1374,0.1369,0.1369,0.1368,0.1368,0.1369,0.1368,0.1368,0.1368,0.137,0.1369,0.1368,0.1368,0.1373,0.1373,0.1373,0.1373,0.1373,0.1373,0.1373,0.1373,0.1375,0.1376,0.1376,0.1376,0.1368,0.1368,0.1368,0.1368,0.1369,0.1372,0.1373,0.1373,0.1374,0.1374,0.1374,0.1374
msr_usr_1.oracleGeneral.zst_45283980,0.332,0.3318,0.3318,0.3318,0.332,0.3318,0.3318,0.3318,0.332,0.3318,0.3318,0.3318,0.3376,0.3376,0.3376,0.3376,0.3376,0.3376,0.3376,0.3376,0.3376,0.3376,0.3376,0.3376,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.3297,0.3297,0.3297,0.3297,0.3297,0.3297,0.3297,0.3297,0.3297,0.3297,0.3297,0.3297
msr_usr_2.oracleGeneral.zst_10570046,0.7183,0.7183,0.718,0.718,0.7182,0.7182,0.718,0.718,0.7181,0.7181,0.718,0.718,0.7115,0.7115,0.7109,0.7109,0.7113,0.7113,0.7109,0.7109,0.7113,0.7113,0.7109,0.7109,0.7095,0.7095,0.7092,0.7092,0.7093,0.7093,0.7092,0.7092,0.7093,0.7093,0.7092,0.7092,0.7081,0.7081,0.708,0.708,0.7081,0.7081,0.708,0.708,0.7081,0.7081,0.708,0.708
msr_web_2.oracleGeneral.zst_5175368,0.4974,0.4986,0.645,0.6177,0.5023,0.5019,0.6491,0.6221,0.5179,0.5192,0.6508,0.6813,0.5279,0.5316,0.6674,0.63,0.5432,0.5459,0.673,0.6848,0.5432,0.5458,0.666,0.6831,0.5675,0.5697,0.7014,0.6338,0.5748,0.5772,0.7014,0.6365,0.5739,0.5822,0.6948,0.6249,0.5989,0.8173,0.7194,0.6197,0.5909,0.8154,0.7194,0.6282,0.604,0.807,0.7199,0.692
msr_hm_0.oracleGeneral.zst_3993316,0.1749,0.1727,0.1737,0.1737,0.175,0.1727,0.1737,0.1737,0.1748,0.1727,0.1737,0.1737,0.1725,0.1709,0.1721,0.1721,0.1725,0.1709,0.1721,0.1721,0.1724,0.1709,0.1721,0.1721,0.1719,0.1721,0.1721,0.1721,0.1718,0.1721,0.1721,0.1721,0.1719,0.1721,0.1721,0.1721,0.1706,0.1715,0.1717,0.1717,0.1706,0.1715,0.1716,0.1716,0.1706,0.1715,0.1716,0.1716
msr_proj_2.oracleGeneral.zst_29266482,0.6912,0.6782,0.6562,0.6562,0.6907,0.678,0.6562,0.6562,0.6884,0.6776,0.6562,0.6562,0.6731,0.6643,0.6477,0.6477,0.6727,0.6644,0.6477,0.6477,0.6713,0.6643,0.6477,0.6477,0.6663,0.6604,0.6486,0.6486,0.6659,0.6604,0.6486,0.6486,0.6658,0.6601,0.6486,0.6486,0.6671,0.6625,0.653,0.653,0.6689,0.6625,0.653,0.653,0.6689,0.6647,0.653,0.653
msr_proj_1.oracleGeneral.zst_23639742,0.6843,0.6842,0.6842,0.6842,0.6843,0.6842,0.6842,0.6842,0.6843,0.6842,0.6842,0.6842,0.6694,0.6693,0.6693,0.6693,0.6693,0.6693,0.6693,0.6693,0.6693,0.6693,0.6693,0.6693,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655
msr_src1_0.oracleGeneral.zst_37415613,0.2484,0.2527,0.3056,0.3075,0.2387,0.2469,0.305,0.3065,0.2301,0.2449,0.3018,0.3025,0.2882,0.2897,0.35,0.3499,0.2856,0.289,0.3506,0.3511,0.2878,0.2882,0.3424,0.346,0.316,0.3203,0.392,0.3915,0.3159,0.3202,0.3919,0.3923,0.3157,0.3207,0.3862,0.3917,0.3535,0.354,0.4097,0.4048,0.3521,0.3554,0.4085,0.405,0.3516,0.3434,0.4014,0.4039
