#file,merlin-0.01-0.01-0.25-32-1.0,merlin-0.01-0.01-0.50-32-1.0,merlin-0.01-0.01-1.00-32-1.0,merlin-0.01-0.01-2.00-32-1.0,merlin-0.01-0.05-0.25-32-1.0,merlin-0.01-0.05-0.50-32-1.0,merlin-0.01-0.05-1.00-32-1.0,merlin-0.01-0.05-2.00-32-1.0,merlin-0.01-0.10-0.25-32-1.0,merlin-0.01-0.10-0.50-32-1.0,merlin-0.01-0.10-1.00-32-1.0,merlin-0.01-0.10-2.00-32-1.0,merlin-0.05-0.01-0.25-32-1.0,merlin-0.05-0.01-0.50-32-1.0,merlin-0.05-0.01-1.00-32-1.0,merlin-0.05-0.01-2.00-32-1.0,merlin-0.05-0.05-0.25-32-1.0,merlin-0.05-0.05-0.50-32-1.0,merlin-0.05-0.05-1.00-32-1.0,merlin-0.05-0.05-2.00-32-1.0,merlin-0.05-0.10-0.25-32-1.0,merlin-0.05-0.10-0.50-32-1.0,merlin-0.05-0.10-1.00-32-1.0,merlin-0.05-0.10-2.00-32-1.0,merlin-0.10-0.01-0.25-32-1.0,merlin-0.10-0.01-0.50-32-1.0,merlin-0.10-0.01-1.00-32-1.0,merlin-0.10-0.01-2.00-32-1.0,merlin-0.10-0.05-0.25-32-1.0,merlin-0.10-0.05-0.50-32-1.0,merlin-0.10-0.05-1.00-32-1.0,merlin-0.10-0.05-2.00-32-1.0,merlin-0.10-0.10-0.25-32-1.0,merlin-0.10-0.10-0.50-32-1.0,merlin-0.10-0.10-1.00-32-1.0,merlin-0.10-0.10-2.00-32-1.0,merlin-0.15-0.01-0.25-32-1.0,merlin-0.15-0.01-0.50-32-1.0,merlin-0.15-0.01-1.00-32-1.0,merlin-0.15-0.01-2.00-32-1.0,merlin-0.15-0.05-0.25-32-1.0,merlin-0.15-0.05-0.50-32-1.0,merlin-0.15-0.05-1.00-32-1.0,merlin-0.15-0.05-2.00-32-1.0,merlin-0.15-0.10-0.25-32-1.0,merlin-0.15-0.10-0.50-32-1.0,merlin-0.15-0.10-1.00-32-1.0,merlin-0.15-0.10-2.00-32-1.0
msr_proj_4.oracleGeneral.zst_6465639,0.5513,0.5155,0.4825,0.4824,0.5513,0.5132,0.4824,0.4824,0.5513,0.5103,0.4824,0.4824,0.5522,0.521,0.4844,0.4856,0.5504,0.5196,0.4844,0.4857,0.5504,0.5196,0.4844,0.4857,0.5513,0.5257,0.4892,0.4894,0.5506,0.5257,0.4892,0.4894,0.5505,0.5257,0.4892,0.4894,0.531,0.5248,0.4902,0.4901,0.514,0.5147,0.4902,0.4901,0.5137,0.5147,0.4902,0.4901
msr_prxy_1.oracleGeneral.zst_168638964,0.0026,0.0025,0.0025,0.0025,0.0026,0.0025,0.0025,0.0025,0.0026,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025
msr_prn_0.oracleGeneral.zst_5585886,0.1778,0.1771,0.1755,0.1763,0.1778,0.1771,0.1755,0.1763,0.1777,0.177,0.1755,0.1763,0.1758,0.1752,0.1748,0.175,0.1758,0.1751,0.1748,0.1751,0.1757,0.175,0.1747,0.1749,0.1766,0.1758,0.1747,0.1747,0.1765,0.1758,0.1747,0.1747,0.1764,0.1756,0.1748,0.1749,0.1777,0.1775,0.1755,0.1776,0.1776,0.1774,0.1755,0.1778,0.1775,0.1773,0.1755,0.1774
msr_usr_1.oracleGeneral.zst_45283980,0.3465,0.347,0.3465,0.3464,0.3486,0.3475,0.3465,0.3464,0.3484,0.3473,0.3465,0.3464,0.3488,0.348,0.3477,0.3477,0.3483,0.3475,0.3478,0.3477,0.3478,0.3474,0.3477,0.3477,0.3526,0.3524,0.3507,0.3505,0.3522,0.3518,0.3506,0.3505,0.3526,0.3515,0.3506,0.3505,0.3496,0.3486,0.3462,0.3459,0.3497,0.3483,0.346,0.3459,0.3491,0.3481,0.346,0.3459
msr_usr_2.oracleGeneral.zst_10570046,0.7219,0.7209,0.7209,0.7198,0.7213,0.7204,0.7204,0.7198,0.7212,0.7202,0.7202,0.7198,0.7259,0.7249,0.7238,0.7225,0.7233,0.7228,0.7221,0.7225,0.7232,0.7228,0.722,0.7225,0.7224,0.7216,0.7216,0.7199,0.721,0.7201,0.7201,0.7199,0.72,0.7199,0.7199,0.7199,0.7215,0.7214,0.7208,0.7193,0.7198,0.7198,0.7197,0.7193,0.7195,0.7195,0.7195,0.7192
msr_web_2.oracleGeneral.zst_5175368,0.7426,0.744,0.7448,0.9461,0.7427,0.7458,0.7472,0.9401,0.7429,0.7432,0.7436,0.8824,0.7532,0.7534,0.7535,0.7618,0.7532,0.7534,0.7538,0.9421,0.7531,0.7533,0.7537,0.9306,0.7662,0.7662,0.7674,0.9506,0.7663,0.7659,0.7696,0.9447,0.7663,0.7659,0.7693,0.937,0.7786,0.7798,0.7802,0.9532,0.7786,0.7806,0.7817,0.9472,0.7786,0.7806,0.782,0.9394
msr_hm_0.oracleGeneral.zst_3993316,0.2381,0.2345,0.2328,0.2358,0.2381,0.2345,0.2329,0.2358,0.2379,0.2345,0.2328,0.2358,0.2377,0.2343,0.2332,0.2362,0.2377,0.2342,0.2332,0.2362,0.2376,0.2342,0.2332,0.2362,0.2373,0.2335,0.2337,0.2373,0.2373,0.2335,0.2337,0.2374,0.2373,0.2334,0.2336,0.2373,0.2375,0.2353,0.2356,0.2386,0.2374,0.2352,0.2354,0.2385,0.2374,0.2351,0.2353,0.2384
msr_proj_2.oracleGeneral.zst_29266482,0.7902,0.7723,0.7539,0.73,0.7863,0.7699,0.7531,0.73,0.7826,0.7682,0.752,0.73,0.7724,0.7551,0.7405,0.7209,0.7703,0.7541,0.7399,0.7216,0.7655,0.7521,0.7394,0.7216,0.7636,0.7459,0.7334,0.7205,0.7619,0.7449,0.733,0.7205,0.7575,0.744,0.7328,0.7205,0.7574,0.7411,0.7321,0.7244,0.7561,0.7408,0.7323,0.7244,0.7536,0.7403,0.7316,0.7244
msr_proj_1.oracleGeneral.zst_23639742,0.7093,0.7075,0.7045,0.7003,0.7084,0.707,0.7039,0.7003,0.7075,0.7048,0.702,0.7003,0.6946,0.6922,0.6895,0.6876,0.6941,0.6917,0.689,0.6876,0.6933,0.6915,0.6888,0.6876,0.6837,0.6829,0.6821,0.681,0.683,0.6826,0.682,0.681,0.6827,0.6821,0.6816,0.681,0.6828,0.6826,0.6819,0.6811,0.6823,0.6824,0.6818,0.6811,0.6821,0.6819,0.6813,0.6811
msr_src1_0.oracleGeneral.zst_37415613,0.5816,0.6002,0.746,0.7767,0.5843,0.5886,0.7497,0.7764,0.5804,0.5978,0.7498,0.768,0.5957,0.6132,0.7521,0.7824,0.5958,0.6012,0.7524,0.7853,0.5936,0.6092,0.7565,0.7869,0.6124,0.6308,0.7625,0.7977,0.612,0.6173,0.7686,0.7982,0.6117,0.6288,0.7683,0.7998,0.6278,0.6484,0.7857,0.8248,0.6294,0.6339,0.7884,0.8245,0.6269,0.6488,0.7829,0.8237
