s3fifo 1 0.1597 1.72
s3fifo 2 0.1597 3.28
s3fifo 4 0.1597 5.91
s3fifo 8 0.1565 11.44
s3fifo 16 0.1571 20.97
s3fifo 24 0.1590 29.91
s3fifo 32 0.1576 36.65
