merlin 1 0.0941 0.78
merlin 2 0.0940 1.51
merlin 4 0.0936 2.98
merlin 8 0.0930 5.90
merlin 16 0.0930 11.77
merlin 24 0.0929 17.65
merlin 32 0.0929 23.53
