#file,size,FIFO,ARC,Cacheus,CAR,LHD,GDSF,TwoQ,S4LRU,Hyperbolic,LeCaR,WTinyLFU,Belady,Clock,LIRS,FIFOMerge,S3FIFO,QDLP,LRU,LFU,GLCache,Sieve,merlin
cluster18.oracleGeneral.zst_13062209198,2893000.0,0.1526,0.1259,0.1242,0.1241,0.1752,0.1615,0.1068,0.119,0.1293,0.1178,0.1087,0.0691,0.1238,0.1157,0.1368,0.1065,0.1079,0.1255,0.313,0.2619,0.1091,0.1081
cluster5.oracleGeneral.zst_10458446348,675000000.0,0.193,0.1826,0.1869,0.1783,0.1775,0.1726,0.1661,0.1771,0.1745,0.1885,0.1691,0.1495,0.1857,0.1826,0.182,0.1677,0.1753,0.1823,0.6718,0.2141,0.184,0.1719
cluster4.oracleGeneral.zst_3448082328,141000000.0,0.0419,0.0347,0.0341,0.0345,0.0984,0.0596,0.0305,0.0318,0.0371,0.0318,0.0412,0.0223,0.0329,0.034,0.0451,0.0302,0.0306,0.0327,0.1503,0.0725,0.0315,0.0304
cluster50.oracleGeneral.zst_139655585,413000000.0,0.7683,0.7157,0.7013,0.7155,0.859,0.7499,0.696,0.691,0.7374,0.6865,0.6998,0.4782,0.7312,0.6615,0.7292,0.6768,0.6581,0.7479,0.897,0.7648,0.6973,0.6612
cluster27.oracleGeneral.zst_12060815269,354000000.0,0.6202,0.5973,0.5956,0.5926,0.5974,0.5888,0.5839,0.5873,0.5969,0.594,0.6003,0.4911,0.6003,0.5994,0.5994,0.5809,0.5845,0.6033,0.8616,0.6995,0.5903,0.5828
cluster21.oracleGeneral.zst_1550193320,361000000.0,0.9426,0.9397,0.9394,0.9397,0.9409,0.9402,0.9407,0.9395,0.9406,0.9409,0.9435,0.9361,0.9414,0.9414,0.9409,0.9395,0.9393,0.9418,0.9415,0.9459,0.9414,0.9394
cluster11.oracleGeneral.zst_2731402190,40000000.0,0.3886,0.3583,0.3446,0.3557,0.4819,0.3956,0.3201,0.3422,0.3475,0.3439,0.3499,0.241,0.3552,0.36,0.3729,0.3199,0.3269,0.3577,0.6414,0.4676,0.3383,0.3236
cluster26.oracleGeneral.zst_156594627,14000000.0,0.0713,0.0675,0.0676,0.0678,0.0722,0.1049,0.0669,0.0673,0.0679,0.0677,0.2844,0.0665,0.0671,0.0768,0.0871,0.067,0.0669,0.067,0.6784,0.0775,0.0673,0.0671
cluster16.oracleGeneral.zst_10791885322,6000000.0,0.1959,0.1645,0.1701,0.1638,0.177,0.2017,0.1447,0.154,0.1708,0.1495,0.153,0.0935,0.1635,0.158,0.1725,0.1451,0.146,0.1646,0.6297,0.3587,0.1475,0.1466
cluster23.oracleGeneral.zst_5333543178,3000000000.0,0.4172,0.4172,1.0,0.4195,0.417,0.417,0.4171,0.4171,0.4171,0.4171,0.4266,0.4162,0.4172,0.4208,0.4175,0.4172,0.4174,0.4171,0.9043,0.4171,0.4174,0.4173
cluster28.oracleGeneral.zst_5267932037,59000000.0,0.0362,0.0323,0.0312,0.032,0.0301,0.0395,0.0302,0.0292,0.0411,0.0293,0.0318,0.0203,0.0302,0.0302,0.0319,0.0283,0.0283,0.0303,0.5059,0.1174,0.0292,0.0287
cluster48.oracleGeneral.zst_1129939853,180000000.0,0.6428,0.5932,0.6073,0.5909,0.6228,0.5996,0.6026,0.5939,0.6163,0.594,0.6312,0.4754,0.6134,0.5894,0.5999,0.5896,0.5799,0.6201,0.8601,0.6621,0.5938,0.58
cluster41.oracleGeneral.zst_3214344864,109000000.0,0.0111,0.0085,0.0087,0.0085,0.0334,0.0162,0.0076,0.0082,0.0082,0.0091,0.0079,0.005,0.0089,0.0085,0.0254,0.0072,0.0078,0.0085,0.0506,0.0341,0.0085,0.0076
cluster51.oracleGeneral.zst_6322932555,3000000.0,0.1314,0.104,0.1108,0.1051,0.1257,0.1514,0.0908,0.0993,0.1074,0.1012,0.1037,0.0538,0.1048,0.1109,0.1153,0.0885,0.0929,0.1037,0.3892,0.2209,0.098,0.0923
cluster7.oracleGeneral.zst_1044513075,5000000.0,0.1648,0.1277,0.1305,0.1347,0.1701,0.1367,0.1023,0.1288,0.1322,0.1281,0.1034,0.0839,0.1347,0.1351,0.1958,0.1087,0.1187,0.1277,0.4801,0.2111,0.1262,0.106
cluster3.oracleGeneral.zst_820307312,4000000.0,0.1278,0.1025,0.0928,0.0997,0.123,0.1452,0.0907,0.0944,0.1099,0.0946,0.0967,0.0545,0.0995,0.0939,0.1066,0.0837,0.0852,0.1024,0.4498,0.1622,0.086,0.0858
cluster46.oracleGeneral.zst_6610320613,492000000.0,0.0778,0.0616,0.0619,0.0584,0.1455,0.1384,0.0498,0.061,0.0588,0.0632,0.0483,0.0399,0.0647,0.0616,0.1349,0.0534,0.0552,0.0616,0.1797,0.1302,0.062,0.0535
cluster30.oracleGeneral.zst_2554900851,7000000.0,0.1123,0.0774,0.0739,0.0754,0.0824,0.0854,0.0742,0.0775,0.0962,0.0822,0.0844,0.0481,0.0858,0.0753,0.0886,0.0681,0.071,0.088,0.2007,0.0997,0.0695,0.0721
cluster17.oracleGeneral.zst_9772999471,12000000.0,0.0974,0.0734,0.0733,0.0726,0.0679,0.091,0.0633,0.0688,0.0725,0.0672,0.0625,0.0389,0.0727,0.0684,0.0792,0.0608,0.0625,0.0734,0.3128,0.1604,0.0637,0.0625
cluster20.oracleGeneral.zst_3663259123,62000000.0,0.0746,0.068,1.0,0.0676,0.0682,0.0624,0.0641,0.0653,0.0643,0.0651,0.0659,0.0506,0.0689,0.0654,0.0663,0.0621,0.0627,0.0702,0.3081,0.0789,0.0648,0.0623
cluster14.oracleGeneral.zst_3029143401,66000000.0,0.1415,0.1165,0.1151,0.1091,0.1397,0.1171,0.0929,0.1083,0.1184,0.1095,0.0844,0.0538,0.1176,0.1052,0.1284,0.0966,0.1021,0.1159,0.3447,0.1795,0.1033,0.0968
cluster52.oracleGeneral.zst_13426570607,234000000.0,0.1454,0.127,0.1298,0.1258,0.1406,0.129,0.1081,0.121,0.1241,0.1207,0.1118,0.0802,0.1269,0.1203,0.135,0.1093,0.1133,0.127,0.3667,0.1629,0.1172,0.1112
cluster6.oracleGeneral.zst_8376428572,9000000.0,0.151,0.1089,0.104,0.1062,0.2782,0.3467,0.1031,0.0989,0.1103,0.1025,0.0923,0.0486,0.1061,0.1007,0.1769,0.089,0.0912,0.1088,0.4656,0.4618,0.0871,0.0935
cluster19.oracleGeneral.zst_2006896318,136000000.0,0.5087,0.5264,0.5289,0.5241,0.4998,0.5042,0.4665,0.4893,0.504,0.4955,0.4848,0.2933,0.5063,0.4819,0.5092,0.4508,0.4756,0.4952,0.9256,0.5798,0.4879,0.4697
cluster34.oracleGeneral.zst_2147047915,27000000.0,0.459,0.441,0.4424,0.4388,0.4948,0.4478,0.4078,0.4282,0.4448,0.4459,0.4092,0.3648,0.4479,0.4491,0.4409,0.402,0.4356,0.4469,0.4742,0.4503,0.4402,0.4327
cluster38.oracleGeneral.zst_1342423951,2731000000.0,0.9365,0.9368,0.9365,0.9368,0.9365,0.9365,0.9365,0.9365,0.9365,0.9365,0.9365,0.9365,0.9365,0.9365,0.9365,0.9365,0.9365,0.9365,0.9899,0.9365,0.9366,0.9365
cluster39.oracleGeneral.zst_1329229014,1427000000.0,0.9378,0.938,0.9378,0.938,0.9378,0.9378,0.9378,0.9378,0.9378,0.9378,0.9378,0.9378,0.9378,0.9378,0.9378,0.9378,0.9378,0.9378,0.9906,0.9378,0.9379,0.9378
cluster24.oracleGeneral.zst_3289457233,23000000.0,0.1675,0.135,0.1312,0.1333,0.1177,0.1367,0.1154,0.1235,0.1308,0.1255,0.1134,0.0737,0.1329,0.1238,0.1383,0.1107,0.1152,0.1345,0.2864,0.2025,0.1171,0.1148
cluster45.oracleGeneral.zst_227773739,27000000.0,0.4327,0.4074,0.4113,0.4059,0.4447,0.4204,0.4016,0.4078,0.4106,0.4096,0.4028,0.3338,0.4158,0.4131,0.4238,0.3995,0.4032,0.4166,0.5918,0.4613,0.4056,0.4006
cluster44.oracleGeneral.zst_5702089313,20000000.0,0.1389,0.1146,0.1127,0.1132,0.0999,0.108,0.1012,0.1048,0.1125,0.1098,0.1113,0.0652,0.113,0.1068,0.1164,0.0961,0.0989,0.1147,0.5315,0.2306,0.1016,0.0985
cluster22.oracleGeneral.zst_2030691718,215000000.0,0.3223,0.3192,0.3168,0.3174,0.3193,0.3009,0.3037,0.3069,0.3103,0.3119,0.3346,0.2534,0.3142,0.3245,0.3129,0.3034,0.3084,0.3135,0.6118,0.3362,0.3117,0.3056
cluster42.oracleGeneral.zst_3904264364,9000000.0,0.2069,0.1644,0.1288,0.1598,0.2159,0.303,0.1392,0.1459,0.1679,0.1459,0.1307,0.0876,0.1602,0.1425,0.2671,0.127,0.133,0.1646,0.3577,0.2508,0.1308,0.1346
cluster43.oracleGeneral.zst_9038233795,198000000.0,0.144,0.1027,0.1032,0.1097,0.1767,0.2762,0.0937,0.0984,0.0931,0.1252,0.0975,0.0475,0.1087,0.1641,0.2359,0.0859,0.0908,0.1027,0.3814,0.2402,0.167,0.0866
cluster9.oracleGeneral.zst_10646675648,4000000.0,0.0395,0.0275,0.0293,0.028,0.0308,0.0384,0.0247,0.0264,0.0313,0.0265,0.0254,0.0139,0.0276,0.0283,0.0329,0.0238,0.0248,0.0269,0.2181,0.1054,0.0258,0.024
cluster8.oracleGeneral.zst_1302137879,10000000.0,0.5589,0.6163,0.7597,0.6821,0.5494,0.7977,0.7899,0.8612,0.6676,0.6162,0.8873,0.4439,0.6675,0.9156,0.7303,0.8874,0.8967,0.6162,0.9845,0.7256,0.9173,0.8978
cluster54.oracleGeneral.zst_11866133317,40000000.0,0.5636,0.5126,0.4772,0.5016,0.4866,0.4379,0.4532,0.4618,0.4925,0.4863,0.4295,0.3008,0.5017,0.4623,0.5079,0.4317,0.4387,0.5127,0.4858,0.6739,0.4354,0.4439
cluster36.oracleGeneral.zst_5781263748,21000000.0,0.1799,0.1694,0.1679,0.1643,0.1663,0.1556,0.1345,0.1549,0.1581,0.1583,0.1365,0.1002,0.1617,0.1561,0.171,0.1415,0.1462,0.1589,0.4173,0.2068,0.1525,0.1425
cluster10.oracleGeneral.zst_139150615,14000000.0,0.4999,0.5,0.4999,0.4999,0.4999,0.4999,0.4999,0.4999,0.4999,0.4999,0.4999,0.4999,0.4999,0.4999,0.4999,0.4999,0.4999,0.4999,0.9419,0.4999,0.4999,0.4999
cluster35.oracleGeneral.zst_1828228908,1321000000.0,0.0568,0.0569,0.0568,0.057,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.586,0.0568,0.0568,0.0568
cluster49.oracleGeneral.zst_799295267,54000000.0,0.3715,0.3443,0.3588,0.3848,0.7636,0.5609,0.3769,0.3861,0.3534,0.3509,0.461,0.2218,0.3481,0.6,0.4283,0.4301,0.4422,0.3414,0.974,0.3973,0.8204,0.4438
cluster37.oracleGeneral.zst_3168270709,1604000000.0,0.2327,0.2306,0.229,0.2303,0.244,0.2331,0.2288,0.228,0.2292,0.2292,0.2312,0.2254,0.2297,0.229,0.2351,0.2282,0.228,0.2302,0.2588,0.2337,0.2285,0.2279
cluster31.oracleGeneral.zst_1341176720,671000000.0,0.9383,0.9384,0.9383,0.9384,0.9383,0.9383,0.9383,0.9383,0.9383,0.9383,0.9383,0.9383,0.9383,0.9383,0.9383,0.9383,0.9383,0.9383,0.9906,0.9383,0.9385,0.9383
cluster47.oracleGeneral.zst_6225239439,3000000.0,0.1278,0.0947,0.0788,0.0916,0.1001,0.1107,0.0862,0.0887,0.1118,0.0909,0.0789,0.0496,0.0955,0.0847,0.1004,0.0783,0.0802,0.099,0.3305,0.1264,0.0768,0.0819
