#file,size,ARC,Belady,CAR,Cacheus,Clock,FIFO,FIFOMerge,GDSF,GLCache,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,Sieve,TwoQ,WTinyLFU,merlin
meta_rnha.oracleGeneral.zst,3504028,0.4778,0.3758,0.4707,0.4754,0.4909,0.5075,0.4916,0.4804,0.4869,0.4922,0.6127,0.5092,0.4833,0.4932,0.4929,0.4676,0.4639,0.4772,0.4781,0.4953,0.4655
meta_rprn.oracleGeneral.zst,2903028,0.4255,0.3384,0.4204,0.4306,0.438,0.4516,0.4401,0.432,0.4368,0.4394,0.5601,0.4523,0.4289,0.44,0.4399,0.4185,0.4183,0.4282,0.428,0.4433,0.4165
meta_reag.oracleGeneral.zst,1226253,0.3199,0.2688,0.3187,0.3234,0.3253,0.3337,0.3274,0.3211,0.3272,0.3258,0.4241,0.3337,0.3289,0.3261,0.3259,0.3185,0.3166,0.3213,0.3208,0.3373,0.3167
