#file,size,ARC,Belady,CAR,Cacheus,Clock,FIFO,FIFOMerge,GDSF,GLCache,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,Sieve,TwoQ,WTinyLFU,merlin
tencent_photo1.oracleGeneral.zst,211810816,0.1904,0.1814,0.191,0.195,0.1915,0.2011,0.1916,0.1901,0.1948,0.1916,0.1985,0.1996,0.2019,0.1927,0.1916,0.1906,0.191,0.1923,0.1998,0.2233,0.1923
tencent_photo2.oracleGeneral.zst,203501183,0.1952,0.1862,0.1958,0.1998,0.1962,0.2058,0.1964,0.1949,0.1998,0.1963,0.2019,0.2065,0.2072,0.1974,0.1964,0.1954,0.1958,0.1972,0.2045,0.2289,0.1972
