#file,size,FIFO,ARC,Cacheus,CAR,LHD,GDSF,TwoQ,S4LRU,Hyperbolic,LeCaR,WTinyLFU,Belady,Clock,LIRS,FIFOMerge,S3FIFO,QDLP,LRU,LFU,GLCache,Sieve,merlin
tencent_photo1.oracleGeneral.zst_2917228640,5295270.0,0.4862,0.4309,0.4158,0.4252,0.4199,0.4135,0.4062,0.3971,0.4263,0.4349,0.4914,0.2959,0.4376,0.4225,0.4331,0.3896,0.3899,0.4472,0.8379,0.484,0.41,0.3891
tencent_photo2.oracleGeneral.zst_2731876301,5087529.0,0.4922,0.437,0.422,0.4312,0.4244,0.4203,0.4129,0.4039,0.4329,0.4418,0.5002,0.3009,0.444,0.4297,0.4396,0.3966,0.3967,0.4536,0.8385,0.4973,0.4177,0.396
