#file,size,FIFO,ARC,Cacheus,CAR,LHD,GDSF,TwoQ,S4LRU,Hyperbolic,LeCaR,WTinyLFU,Belady,Clock,LIRS,FIFOMerge,S3FIFO,QDLP,LRU,LFU,GLCache,Sieve,merlin
cluster18.oracleGeneral.zst_13062209198,34335.0,0.2317,0.1878,0.1994,0.1865,0.1725,0.2127,0.174,0.1845,0.1997,0.1925,0.1755,0.116,0.1981,0.1857,0.2071,0.1734,0.1752,0.2,0.5968,0.2577,0.1782,0.1753
cluster5.oracleGeneral.zst_10458446348,6220082.0,0.2596,0.2513,0.2547,0.2487,0.2441,0.2348,0.2333,0.241,0.2434,0.2519,0.2398,0.211,0.2529,0.2506,0.2455,0.2345,0.2427,0.2503,0.8123,0.2628,0.2518,0.234
cluster4.oracleGeneral.zst_3448082328,320037.0,0.137,0.1158,0.1177,0.1146,0.1035,0.1168,0.1036,0.1078,0.1216,0.1116,0.1152,0.0727,0.1149,0.1151,0.1202,0.1027,0.1061,0.1141,0.6053,0.1682,0.1089,0.1051
cluster50.oracleGeneral.zst_139655585,7982.0,0.7127,0.7125,0.7024,0.7152,0.6521,0.7032,0.6859,0.6945,0.7013,0.6707,0.822,0.4924,0.7048,0.8533,0.6855,0.67,0.6623,0.7114,0.9738,0.6947,0.7688,0.6562
cluster27.oracleGeneral.zst_12060815269,2114271.0,0.689,0.6557,0.6558,0.6508,0.6485,0.6567,0.6557,0.6507,0.6678,0.6592,0.6926,0.5743,0.6705,0.6598,0.6633,0.6484,0.6438,0.6753,0.9221,0.6981,0.6534,0.6434
cluster21.oracleGeneral.zst_1550193320,4360420.0,0.9467,0.9424,0.9417,0.9422,0.9433,0.9427,0.9435,0.9439,0.9432,0.9443,0.954,0.9375,0.9442,0.9447,0.9445,0.9421,0.9428,0.9446,0.9625,0.9481,0.9433,0.9433
cluster11.oracleGeneral.zst_2731402190,80150.0,0.5031,0.4616,0.4532,0.4569,0.4333,0.444,0.4258,0.4447,0.463,0.4603,0.4554,0.3358,0.4692,0.4625,0.4705,0.4282,0.4361,0.4716,0.7915,0.544,0.4478,0.4315
cluster26.oracleGeneral.zst_156594627,36693.0,0.0841,0.0794,0.0794,0.0794,0.0788,0.0807,0.0898,0.0794,0.0861,0.0794,0.238,0.0781,0.0795,0.0936,0.0954,0.0809,0.0796,0.0794,0.8996,0.119,0.0805,0.0899
cluster16.oracleGeneral.zst_10791885322,43898.0,0.2638,0.2287,0.2306,0.2275,0.2052,0.2411,0.2061,0.2088,0.2306,0.2116,0.3713,0.1355,0.2221,0.2286,0.2313,0.2016,0.2025,0.2234,0.8697,0.4037,0.2094,0.2022
cluster23.oracleGeneral.zst_5333543178,4326026.0,0.2723,0.2717,1.0,0.2728,0.271,0.2717,0.2716,0.2721,0.2721,0.2719,0.3149,0.2703,0.2721,0.2831,0.2739,0.2736,0.2739,0.2718,0.6988,0.2741,0.2729,0.2737
cluster28.oracleGeneral.zst_5267932037,186135.0,0.0566,0.0468,0.0454,0.0474,0.0432,0.0737,0.0475,0.0453,0.0729,0.0444,0.0588,0.0302,0.0453,0.0464,0.0524,0.0464,0.0464,0.0448,0.7138,0.1586,0.0455,0.0481
cluster48.oracleGeneral.zst_1129939853,668924.0,0.6857,0.6457,0.6574,0.6402,0.6294,0.644,0.6329,0.6466,0.6613,0.6589,0.7435,0.482,0.6605,0.645,0.6626,0.624,0.6355,0.6607,0.9736,0.7569,0.6519,0.6296
