#file,size,ARC,Belady,CAR,Cacheus,Clock,FIFO,FIFOMerge,GDSF,GLCache,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,Sieve,TwoQ,WTinyLFU,merlin
w80.oracleGeneral.bin.zst,38276,0.5032,0.3752,0.5026,0.5274,0.5798,0.6042,0.5941,0.5394,0.6506,0.5757,0.5404,0.5354,0.5009,0.5873,0.5817,0.4958,0.493,0.5238,0.5108,0.4814,0.5072
w58.oracleGeneral.bin.zst,135135,0.3568,0.2287,0.3528,0.3249,0.3964,0.3949,0.3632,0.3845,0.3348,0.3852,0.404,0.3362,0.3001,0.3987,0.3884,0.3325,0.3294,0.3649,0.3304,0.3142,0.3397
w36.oracleGeneral.bin.zst,124895,0.125,0.0899,0.1226,0.1308,0.1318,0.1399,0.1412,0.12,0.1282,0.1408,0.3918,0.1101,0.1254,0.1264,0.1261,0.1186,0.1163,0.1222,0.1147,0.1076,0.1166
w20.oracleGeneral.bin.zst,1099968,0.6376,0.4941,0.6371,0.6433,0.6536,0.6666,0.6431,0.6472,0.6486,0.6477,0.6909,0.6338,0.6172,0.6545,0.6508,0.6334,0.6295,0.648,0.6328,0.5631,0.6227
w96.oracleGeneral.bin.zst,58136,0.511,0.3356,0.5142,0.5271,0.4983,0.514,0.5338,0.491,0.5631,0.5071,0.6498,0.502,0.5719,0.4979,0.4957,0.5168,0.5185,0.5679,0.5197,0.5812,0.5229
w62.oracleGeneral.bin.zst,468307,0.7139,0.5929,0.7139,0.6393,0.7708,0.8328,0.7571,0.7173,0.7715,0.7919,0.737,0.6971,0.6115,0.7839,0.7174,0.6446,0.6497,0.737,0.6527,0.6171,0.6188
w74.oracleGeneral.bin.zst,29676,0.1489,0.0875,0.15,0.157,0.1621,0.1696,0.1625,0.1625,0.1544,0.1625,0.3189,0.1478,0.1434,0.1629,0.1596,0.1504,0.1471,0.153,0.135,0.138,0.1493
w28.oracleGeneral.bin.zst,594430,0.4118,0.3261,0.4159,0.4116,0.4541,0.4825,0.4919,0.4463,0.5063,0.4649,0.5888,0.4626,0.439,0.4487,0.4094,0.4206,0.4344,0.5065,0.4456,0.5022,0.426
w46.oracleGeneral.bin.zst,459383,0.4516,0.3977,0.4505,0.4475,0.4482,0.4644,0.4668,0.4495,0.4707,0.4565,0.4734,0.4527,0.4802,0.4519,0.4486,0.4571,0.4551,0.4734,0.4585,0.5179,0.4692
w50.oracleGeneral.bin.zst,123038,0.9264,0.3522,0.9264,0.384,0.9742,0.9801,0.7308,0.9399,0.7292,0.8656,0.9285,0.5011,0.4058,0.9796,0.9793,0.5523,0.551,0.9285,0.6768,0.4677,0.5656
w88.oracleGeneral.bin.zst,41802,0.2089,0.157,0.2095,0.229,0.2382,0.2556,0.2422,0.2221,0.2372,0.2363,0.423,0.2295,0.2151,0.2467,0.228,0.2089,0.2077,0.216,0.2182,0.2093,0.2089
w100.oracleGeneral.bin.zst,177141,0.6424,0.5114,0.6427,0.6453,0.6696,0.6854,0.6671,0.6613,0.6559,0.6689,0.7074,0.6468,0.6212,0.6722,0.6717,0.64,0.6482,0.6507,0.6599,0.613,0.6278
w12.oracleGeneral.bin.zst,41799,0.0245,0.0139,0.0242,0.0247,0.0258,0.0324,0.036,0.0321,0.0306,0.0445,0.2642,0.0221,0.0237,0.0251,0.0238,0.0216,0.0215,0.0221,0.0228,0.0216,0.022
w04.oracleGeneral.bin.zst,1875338,0.426,0.3097,0.4229,0.4179,0.4219,0.4198,0.4137,0.4133,0.412,0.4144,0.6296,0.3921,0.4212,0.4184,0.4162,0.4119,0.3934,0.4161,0.3952,0.395,0.4103
w60.oracleGeneral.bin.zst,142963,0.7312,0.6492,0.7325,0.7318,0.8088,0.8119,0.8028,0.7986,0.7989,0.8034,0.7534,0.7683,0.716,0.8109,0.8102,0.728,0.7493,0.7463,0.7824,0.7414,0.7225
w76.oracleGeneral.bin.zst,70337,0.2577,0.1545,0.2577,0.2711,0.2691,0.2742,0.2829,0.2678,0.277,0.2784,0.5751,0.2442,0.256,0.2565,0.2558,0.2562,0.2482,0.2609,0.2444,0.2459,0.2536
w18.oracleGeneral.bin.zst,367562,0.5851,0.4802,0.5859,0.5984,0.6341,0.6422,0.63,0.6214,0.6199,0.6285,0.5993,0.6218,0.5479,0.6362,0.6312,0.5834,0.5944,0.592,0.6154,0.56,0.5426
w34.oracleGeneral.bin.zst,514068,0.4163,0.3036,0.4109,0.4149,0.4221,0.4669,0.4422,0.4183,0.4815,0.4216,0.5295,0.4316,0.4302,0.4308,0.4256,0.4056,0.4126,0.5016,0.427,0.4521,0.4038
w82.oracleGeneral.bin.zst,7590,0.3596,0.2995,0.3592,0.3617,0.414,0.4263,0.4065,0.3859,0.404,0.407,0.4543,0.386,0.3535,0.4159,0.3972,0.3567,0.3624,0.362,0.3754,0.3918,0.352
w94.oracleGeneral.bin.zst,79016,0.4432,0.3127,0.4367,0.455,0.4695,0.4941,0.4745,0.4276,0.5041,0.4568,0.4489,0.459,0.4441,0.4818,0.4542,0.4266,0.4094,0.4491,0.422,0.4392,0.4307
w22.oracleGeneral.bin.zst,781360,0.8683,0.769,0.8683,0.8677,0.8812,0.8833,0.8798,0.8765,0.8707,0.8799,0.8684,0.8391,0.7812,0.8822,0.8818,0.8678,0.8726,0.8684,0.878,0.7954,0.7919
w10.oracleGeneral.bin.zst,1252980,0.545,0.3978,0.5455,0.5562,0.5649,0.5627,0.5631,0.5562,0.5581,0.5565,0.6554,0.5629,0.5462,0.5547,0.5533,0.5383,0.5286,0.5939,0.5628,0.5515,0.5345
w06.oracleGeneral.bin.zst,169944,0.0611,0.037,0.0607,0.0626,0.0628,0.0826,0.0764,0.0645,0.0908,0.0714,0.1835,0.0627,0.0592,0.064,0.0588,0.0583,0.0594,0.0567,0.066,0.1036,0.0601
w68.oracleGeneral.bin.zst,81654,0.1717,0.1389,0.1729,0.1845,0.1972,0.2692,0.2367,0.1847,0.2086,0.2043,0.2259,0.1859,0.172,0.2011,0.1922,0.1755,0.1736,0.1826,0.1803,0.1782,0.1754
w44.oracleGeneral.bin.zst,182548,0.841,0.7702,0.8411,0.8415,0.8801,0.8855,0.883,0.8756,0.8725,0.879,0.8533,0.8623,0.8318,0.8818,0.8814,0.838,0.8554,0.8533,0.867,0.862,0.8335
w52.oracleGeneral.bin.zst,69483,0.1682,0.1101,0.1665,0.1576,0.194,0.2258,0.2167,0.1616,0.2152,0.2086,0.206,0.1633,0.1561,0.1972,0.1781,0.1549,0.1519,0.2149,0.1712,0.1423,0.1488
w102.oracleGeneral.bin.zst,32515,0.1811,0.1206,0.1822,0.1963,0.1943,0.1995,0.2021,0.1999,0.1836,0.1989,0.5452,0.1767,0.1847,0.1921,0.1919,0.181,0.1761,0.1884,0.1678,0.1894,0.1797
w42.oracleGeneral.bin.zst,245191,0.6434,0.5318,0.6437,0.6648,0.6935,0.7029,0.7002,0.678,0.7054,0.69,0.6989,0.6821,0.6437,0.6962,0.695,0.6397,0.6349,0.6558,0.6478,0.6535,0.6416
w104.oracleGeneral.bin.zst,183008,0.7808,0.6832,0.7817,0.7726,0.7892,0.8109,0.7967,0.7819,0.7996,0.7921,0.7789,0.7915,0.8092,0.7975,0.7937,0.7771,0.7801,0.7789,0.7881,0.818,0.7868
w54.oracleGeneral.bin.zst,734401,0.8427,0.8314,0.8427,0.8434,0.8476,0.8599,0.8523,0.8431,0.8458,0.8434,0.8427,0.8468,0.8447,0.8526,0.8512,0.8425,0.8432,0.8427,0.8466,0.845,0.8442
w16.oracleGeneral.bin.zst,814383,0.7239,0.6263,0.7271,0.7304,0.7604,0.7687,0.7603,0.7482,0.7487,0.7558,0.7303,0.7283,0.7115,0.765,0.7609,0.7045,0.713,0.7303,0.7353,0.7237,0.7104
w78.oracleGeneral.bin.zst,81380,0.3453,0.2616,0.3458,0.3532,0.3729,0.3888,0.3835,0.362,0.375,0.3697,0.3943,0.365,0.348,0.377,0.3719,0.3491,0.347,0.36,0.3563,0.3594,0.3517
w32.oracleGeneral.bin.zst,369039,0.6523,0.4531,0.6543,0.5487,0.6864,0.6927,0.6413,0.6719,0.6377,0.6721,0.6966,0.6439,0.658,0.6898,0.6805,0.6554,0.5739,0.6618,0.6303,0.5317,0.6374
w84.oracleGeneral.bin.zst,72016,0.2939,0.2127,0.2895,0.3043,0.3193,0.3397,0.3259,0.3022,0.3294,0.3252,0.4394,0.2927,0.2923,0.3233,0.3133,0.2846,0.2803,0.2922,0.2865,0.2696,0.2818
w92.oracleGeneral.bin.zst,60638,0.8002,0.7501,0.8002,0.7997,0.8268,0.8273,0.827,0.8257,0.8168,0.8266,0.801,0.7891,0.7622,0.8269,0.8269,0.7998,0.8134,0.801,0.8256,0.7749,0.7675
w24.oracleGeneral.bin.zst,536652,0.4539,0.346,0.4544,0.4702,0.4896,0.5023,0.4896,0.4773,0.4774,0.4895,0.4865,0.4842,0.4579,0.4914,0.49,0.4495,0.4504,0.4696,0.4658,0.4676,0.4546
