lru 1 0.1472 2.11
lru 2 0.1480 3.30
lru 4 0.1497 4.35
lru 8 0.1494 5.19
lru 16 0.1446 3.66
lru 24 0.1375 3.48
lru 32 0.1326 3.42
lru 48 0.1310 3.26
lru 64 0.1216 3.18
