merlin 1 0.0812 2.04
merlin 2 0.0803 4.60
merlin 4 0.0788 8.61
merlin 8 0.0773 16.14
merlin 16 0.0771 32.32
merlin 24 0.0783 47.74
merlin 32 0.0774 63.48
