s3fifo 1 0.1058 2.59
s3fifo 2 0.1059 4.61
s3fifo 4 0.1036 8.65
s3fifo 8 0.1027 16.28
s3fifo 16 0.1012 32.45
s3fifo 24 0.1014 47.90
s3fifo 32 0.1008 63.64
