#file,size,ARC,Belady,CAR,Cacheus,Clock,FIFO,FIFOMerge,GDSF,GLCache,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,Sieve,TwoQ,WTinyLFU,merlin
msr_hm_0.oracleGeneral.zst,55574528,0.6065,0.516,0.6059,0.6155,0.6308,0.6491,0.6405,0.6352,0.6585,0.632,0.6669,0.6662,0.6136,0.634,0.622,0.6051,0.6071,0.6171,0.6118,0.6126,0.605
msr_src1_1.oracleGeneral.zst,1978662912,0.9863,0.8306,0.9854,0.9478,0.9299,0.9254,0.947,0.9406,0.966,0.9297,0.9757,0.9821,0.985,0.9268,0.9268,0.9667,0.9672,0.9727,0.9546,0.9736,0.9661
msr_proj_2.oracleGeneral.zst,6442450944,0.9585,0.9114,0.9574,0.9545,0.9578,0.9599,0.9638,0.9569,0.9752,0.9575,0.9638,0.9821,0.9599,0.9585,0.9572,0.9561,0.9562,0.9638,0.9582,0.9829,0.9575
msr_src1_0.oracleGeneral.zst,1648361472,0.9914,0.9654,0.9903,0.9911,0.994,0.9942,0.9937,0.9914,0.9889,0.994,0.9874,0.9894,0.9877,0.9942,0.9941,0.9863,0.9868,0.9874,0.9893,0.9855,0.9865
msr_proj_1.oracleGeneral.zst,7516192768,0.9369,0.913,0.935,0.936,0.94,0.945,0.951,0.943,0.9484,0.9439,0.937,0.9557,0.9386,0.9397,0.9396,0.9337,0.9383,0.9373,0.94,0.9522,0.9371
msr_prn_1.oracleGeneral.zst,925892608,0.7667,0.6404,0.7577,0.735,0.7496,0.754,0.7413,0.7043,0.7306,0.75,0.794,0.7684,0.7335,0.749,0.738,0.7167,0.7022,0.7381,0.7116,0.6956,0.7136
msr_proj_4.oracleGeneral.zst,1336934400,0.9622,0.8963,0.9622,0.9643,0.979,0.979,0.9726,0.9647,0.973,0.9771,0.971,0.9508,0.9683,0.9789,0.9769,0.97,0.968,0.971,0.9728,0.9496,0.9677
msr_proj_0.oracleGeneral.zst,116391936,0.6619,0.4679,0.6477,0.5918,0.6855,0.7346,0.695,0.6744,0.8958,0.6846,0.9201,0.6939,0.589,0.7024,0.6724,0.5915,0.5913,0.6766,0.6193,0.5921,0.5949
msr_web_2.oracleGeneral.zst,714080256,0.9994,0.9862,0.9994,0.9994,0.9997,0.9997,0.9997,0.9992,0.9975,0.9997,0.9994,0.998,0.9872,0.9997,0.9997,0.9994,0.9996,0.9994,0.9997,0.9889,0.9885
msr_prn_0.oracleGeneral.zst,219152384,0.6275,0.5359,0.6265,0.6288,0.6325,0.6442,0.6507,0.6452,0.656,0.6336,0.6949,0.6665,0.6361,0.6355,0.6278,0.6188,0.6191,0.6246,0.6226,0.6315,0.619
msr_prxy_1.oracleGeneral.zst,164626432,0.0767,0.0133,0.0562,0.0158,0.0735,0.1254,0.0456,0.0544,0.1339,0.0732,0.0729,0.0255,0.0159,0.099,0.0794,0.0392,0.0381,0.0385,0.0573,0.0184,0.037
msr_prxy_0.oracleGeneral.zst,20971520,0.3498,0.2854,0.349,0.3466,0.3694,0.3876,0.362,0.3475,0.3535,0.3715,0.3882,0.3513,0.3427,0.3708,0.3655,0.3375,0.3376,0.353,0.3492,0.337,0.3362
msr_usr_1.oracleGeneral.zst,6442450944,0.5959,0.5696,0.5958,0.5967,0.6068,0.6082,0.612,0.596,0.6148,0.6032,0.596,0.6158,0.5926,0.6076,0.6047,0.5944,0.5969,0.5959,0.6003,0.6093,0.5921
msr_usr_2.oracleGeneral.zst,3221225472,0.948,0.9149,0.9483,0.94,0.9547,0.956,0.9596,0.9525,0.9536,0.9549,0.9503,0.9583,0.9465,0.9551,0.954,0.9431,0.9459,0.9503,0.953,0.9623,0.9462
