#file,size,ARC,Belady,CAR,Cacheus,Clock,FIFO,FIFOMerge,GDSF,GLCache,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,Sieve,TwoQ,WTinyLFU,merlin
msr_hm_0.oracleGeneral.zst,16777216,0.6591,0.5918,0.6592,0.6651,0.691,0.7083,0.6855,0.6787,0.7072,0.6899,0.7171,0.708,0.6684,0.6958,0.6776,0.6598,0.6615,0.6673,0.6675,0.6715,0.6593
msr_src1_1.oracleGeneral.zst,593494016,0.9895,0.8846,0.9892,0.97,0.9615,0.9599,0.9707,0.969,0.9817,0.9616,0.9861,0.986,0.9895,0.9604,0.96,0.9797,0.9806,0.9842,0.9755,0.9867,0.9796
msr_proj_2.oracleGeneral.zst,2147483648,0.9721,0.9415,0.972,0.9715,0.9769,0.9794,0.9784,0.9769,0.9908,0.9769,0.9912,0.9809,0.9723,0.9787,0.9757,0.9719,0.9721,0.9912,0.9745,0.9869,0.9728
msr_src1_0.oracleGeneral.zst,493879296,0.9947,0.9791,0.9944,0.9959,0.9976,0.9976,0.997,0.9949,0.9954,0.9976,0.9936,0.9944,0.9941,0.9976,0.9975,0.9932,0.9939,0.9935,0.9948,0.9937,0.993
msr_proj_1.oracleGeneral.zst,2147483648,0.9641,0.9419,0.9642,0.962,0.9687,0.9696,0.9702,0.9668,0.969,0.9693,0.9667,0.9734,0.9645,0.9688,0.9656,0.9635,0.9672,0.9667,0.9681,0.9726,0.9652
msr_prn_1.oracleGeneral.zst,277872640,0.8113,0.7029,0.8035,0.7774,0.7773,0.7804,0.7722,0.7636,0.7683,0.7771,0.8593,0.8211,0.7825,0.7776,0.776,0.7712,0.7525,0.7769,0.7484,0.7466,0.7684
msr_proj_4.oracleGeneral.zst,400556032,0.9785,0.9549,0.9785,0.977,0.987,0.9885,0.9867,0.9864,0.9863,0.9877,0.9841,0.9803,0.9786,0.9874,0.9852,0.9783,0.9789,0.9841,0.9811,0.9784,0.9808
msr_proj_0.oracleGeneral.zst,34603008,0.8893,0.6726,0.8854,0.7752,0.9171,0.9213,0.8901,0.8658,0.9315,0.9159,0.9392,0.8601,0.7621,0.9199,0.9,0.7699,0.7691,0.8599,0.7918,0.7562,0.7738
msr_web_2.oracleGeneral.zst,213909504,0.9997,0.995,0.9997,0.9997,0.9997,0.9997,0.9997,0.9994,0.9991,0.9997,0.9997,0.9995,0.996,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,0.9962,0.9964
msr_prn_0.oracleGeneral.zst,65011712,0.6705,0.6002,0.6702,0.668,0.6777,0.6926,0.6946,0.7206,0.7259,0.6792,0.7578,0.7227,0.6904,0.6804,0.6733,0.6673,0.6692,0.6719,0.6659,0.6841,0.6673
msr_prxy_1.oracleGeneral.zst,49283072,0.5915,0.3611,0.6003,0.4009,0.6011,0.5968,0.5587,0.563,0.5056,0.6032,0.4802,0.4971,0.6201,0.5985,0.4894,0.475,0.4745,0.4263,0.4163,0.4344,0.4804
msr_prxy_0.oracleGeneral.zst,6291456,0.3832,0.3333,0.3844,0.385,0.4032,0.4506,0.4047,0.3671,0.3955,0.4119,0.4208,0.425,0.4093,0.4048,0.3923,0.3695,0.3673,0.3794,0.3655,0.3999,0.3652
msr_usr_1.oracleGeneral.zst,2147483648,0.6109,0.5939,0.6089,0.6121,0.6168,0.619,0.6238,0.6097,0.8126,0.6178,0.6115,0.6662,0.6092,0.618,0.6125,0.6064,0.6068,0.734,0.6099,0.6296,0.6061
msr_usr_2.oracleGeneral.zst,1073741824,0.962,0.9416,0.9612,0.9622,0.9702,0.9706,0.9697,0.9685,0.9677,0.9693,0.9683,0.9702,0.9629,0.9699,0.9682,0.961,0.9626,0.9674,0.965,0.9672,0.9608
