#file,size,ARC,Belady,CAR,Cacheus,Clock,FIFO,FIFOMerge,GDSF,GLCache,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,Sieve,TwoQ,WTinyLFU,merlin
msr_hm_0.oracleGeneral.zst,1073741824,0.3546,0.2135,0.3553,0.348,0.3562,0.3785,0.3939,0.3813,0.4138,0.3631,0.3635,0.444,0.3534,0.3641,0.3633,0.3459,0.3458,0.3556,0.3568,0.3447,0.3423
msr_src1_1.oracleGeneral.zst,38654705664,0.7685,0.6031,0.7598,0.7318,0.7723,0.7682,0.797,0.7774,0.7928,0.7766,0.6732,0.8144,0.9072,0.7687,0.7971,0.7549,0.7322,0.6947,0.751,0.7461,0.7858
msr_proj_2.oracleGeneral.zst,144955146240,0.8328,0.5948,0.833,0.8443,0.8827,0.8905,0.8174,0.8766,0.8559,0.8691,0.8505,0.8598,0.8349,0.8898,0.8897,0.8076,0.8334,0.8505,0.8791,0.8823,0.8241
msr_src1_0.oracleGeneral.zst,32212254720,0.8921,0.7341,0.8915,0.8204,0.9537,0.9545,0.9186,0.9416,0.8617,0.9509,0.863,0.8249,0.778,0.9537,0.9457,0.7967,0.8351,0.863,0.9241,0.7893,0.7845
msr_proj_1.oracleGeneral.zst,150323855360,0.9136,0.9033,0.9137,0.9167,0.9155,0.925,0.9179,0.9127,0.9158,0.9177,0.9137,0.9175,0.92,0.9237,0.9195,0.9134,0.9159,0.9137,0.9223,0.9303,0.9127
msr_prn_1.oracleGeneral.zst,18253611008,0.4152,0.4015,0.4152,0.4192,0.4546,0.4841,0.4922,0.4298,0.4585,0.4669,0.4154,0.4479,0.4124,0.4553,0.4178,0.4151,0.4222,0.4154,0.4755,0.4138,0.4134
msr_proj_4.oracleGeneral.zst,25769803776,0.8421,0.8388,0.8421,0.8405,0.863,0.8905,0.8885,0.8443,0.8817,0.8749,0.8421,0.8525,0.8393,0.8781,0.8531,0.8421,0.8576,0.8421,0.8897,0.8396,0.8421
msr_proj_0.oracleGeneral.zst,2147483648,0.1925,0.1158,0.19,0.1793,0.1881,0.2193,0.2144,0.1884,0.3001,0.1908,0.3565,0.2058,0.1847,0.192,0.1865,0.1836,0.186,0.2314,0.1963,0.28,0.183
msr_web_2.oracleGeneral.zst,13958643712,0.959,0.7463,0.959,0.8288,0.9595,0.9595,0.9266,0.9584,0.9196,0.9776,0.9591,0.9631,0.9095,0.9595,0.9595,0.959,0.959,0.9591,0.9591,0.7691,0.9148
msr_prn_0.oracleGeneral.zst,4294967296,0.3861,0.3447,0.3861,0.3862,0.4457,0.4786,0.4582,0.4025,0.4188,0.4494,0.3869,0.4353,0.3791,0.4585,0.4054,0.3841,0.389,0.3869,0.4032,0.3841,0.3734
msr_prxy_1.oracleGeneral.zst,3221225472,0.007,0.0067,0.007,0.0071,0.0071,0.0076,0.0073,0.0071,0.007,0.0071,0.007,0.0071,0.0071,0.0071,0.0071,0.007,0.007,0.007,0.0072,0.0073,0.007
msr_prxy_0.oracleGeneral.zst,436207616,0.1245,0.0722,0.1286,0.1224,0.1345,0.1549,0.1626,0.1525,0.1498,0.1389,0.194,0.1398,0.1278,0.1312,0.1304,0.1292,0.1297,0.1408,0.1248,0.1125,0.1261
msr_usr_1.oracleGeneral.zst,146028888064,0.4924,0.4552,0.4924,0.5039,0.5095,0.5134,0.5074,0.4986,0.4948,0.5101,0.4927,0.5158,0.4968,0.513,0.5053,0.4923,0.4956,0.4927,0.5126,0.5655,0.4952
msr_usr_2.oracleGeneral.zst,83751862272,0.8969,0.8831,0.8969,0.8957,0.9113,0.9118,0.9163,0.9059,0.9175,0.9088,0.8969,0.9133,0.9024,0.9118,0.9117,0.8958,0.906,0.8969,0.9101,0.9029,0.899
