#file,size,ARC,Belady,CAR,Cacheus,Clock,FIFO,FIFOMerge,GDSF,GLCache,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,Sieve,TwoQ,WTinyLFU,merlin
w80.oracleGeneral.bin.zst,48234496,0.8908,0.7514,0.8892,0.8598,0.9028,0.9098,0.8939,0.8916,0.901,0.9029,0.8994,0.8939,0.8697,0.904,0.8979,0.8642,0.8624,0.8957,0.8658,0.8574,0.8605
w58.oracleGeneral.bin.zst,397410304,0.5907,0.5243,0.5895,0.5823,0.6165,0.6416,0.6361,0.6557,0.6945,0.6168,0.7017,0.7049,0.5806,0.6209,0.5999,0.5701,0.5696,0.5844,0.5782,0.5935,0.5726
w36.oracleGeneral.bin.zst,82837504,0.3681,0.2784,0.3684,0.3562,0.3576,0.3667,0.3713,0.3682,0.3888,0.3564,0.4467,0.3931,0.3561,0.3575,0.3574,0.3562,0.3559,0.3568,0.3548,0.3503,0.3555
w20.oracleGeneral.bin.zst,10737418240,0.9412,0.892,0.9395,0.936,0.9488,0.952,0.9531,0.9366,0.9372,0.9499,0.9545,0.9435,0.936,0.9491,0.9419,0.93,0.9291,0.935,0.9308,0.936,0.9298
w96.oracleGeneral.bin.zst,174063616,0.7918,0.5893,0.7838,0.7819,0.7914,0.8064,0.8033,0.8043,0.8254,0.7968,0.9155,0.844,0.7915,0.8001,0.7909,0.7773,0.7854,0.8623,0.8063,0.8222,0.7761
w62.oracleGeneral.bin.zst,395313152,0.8728,0.7933,0.8729,0.8637,0.8797,0.8824,0.8991,0.9044,0.899,0.8784,0.8992,0.9262,0.8713,0.8799,0.8728,0.869,0.8716,0.8708,0.877,0.8707,0.8666
w74.oracleGeneral.bin.zst,47185920,0.5284,0.4694,0.5282,0.5604,0.6071,0.6238,0.6003,0.5988,0.6004,0.604,0.6025,0.5991,0.5335,0.6086,0.598,0.5571,0.5593,0.5936,0.5643,0.537,0.5315
w28.oracleGeneral.bin.zst,2289041408,0.8259,0.6892,0.8253,0.8246,0.8579,0.8681,0.8607,0.8657,0.8746,0.8567,0.8888,0.8825,0.8147,0.8603,0.8566,0.8159,0.8216,0.8487,0.8342,0.8518,0.8171
w46.oracleGeneral.bin.zst,12884901888,0.803,0.697,0.8032,0.8008,0.8704,0.883,0.8711,0.8669,0.8859,0.8711,0.8428,0.9154,0.8116,0.8755,0.8612,0.8112,0.817,0.8369,0.8354,0.8155,0.8091
w50.oracleGeneral.bin.zst,495976448,0.9368,0.8715,0.937,0.9021,0.9886,0.9887,0.9746,0.987,0.9495,0.9883,0.9467,0.9349,0.8887,0.9886,0.988,0.9451,0.981,0.9467,0.985,0.9014,0.8994
w88.oracleGeneral.bin.zst,80740352,0.5471,0.416,0.547,0.5366,0.5794,0.5982,0.5895,0.5944,0.6074,0.5805,0.6553,0.6318,0.5498,0.5837,0.5746,0.5337,0.5373,0.5703,0.5513,0.5579,0.532
