#file,size,ARC,Belady,CAR,Cacheus,Clock,FIFO,FIFOMerge,GDSF,GLCache,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,Sieve,TwoQ,WTinyLFU,merlin
w80.oracleGeneral.bin.zst,1963982848,0.3042,0.1603,0.3036,0.2312,0.3095,0.3489,0.3164,0.2812,0.3549,0.3038,0.24,0.3528,0.264,0.3062,0.2868,0.2942,0.2746,0.24,0.2537,0.2483,0.2882
w58.oracleGeneral.bin.zst,15032385536,0.1726,0.1409,0.1741,0.1765,0.1939,0.218,0.2003,0.1721,0.1956,0.1866,0.1809,0.2122,0.1711,0.1901,0.1841,0.1723,0.1721,0.1809,0.1956,0.1791,0.1741
w36.oracleGeneral.bin.zst,3221225472,0.0837,0.06,0.0862,0.0857,0.1007,0.1145,0.1612,0.1424,0.1527,0.0994,0.1429,0.1317,0.0806,0.0894,0.0824,0.0858,0.0836,0.1037,0.0873,0.0763,0.0848
w20.oracleGeneral.bin.zst,458487758848,0.8259,0.3753,0.8258,0.5008,0.751,0.7841,0.6625,0.785,0.712,0.7433,0.6483,0.6969,0.4667,0.7845,0.6999,0.5863,0.5771,0.6483,0.6459,0.4976,0.5262
w96.oracleGeneral.bin.zst,6442450944,0.2786,0.2283,0.279,0.2821,0.2711,0.306,0.2955,0.2848,0.3007,0.2811,0.2909,0.3195,0.2833,0.2696,0.2688,0.2724,0.277,0.2909,0.296,0.3081,0.2751
w62.oracleGeneral.bin.zst,15032385536,0.581,0.4625,0.581,0.5617,0.5859,0.6219,0.577,0.5927,0.5761,0.5737,0.5811,0.6035,0.5086,0.5876,0.5876,0.5807,0.5839,0.5811,0.6049,0.5218,0.525
w74.oracleGeneral.bin.zst,1895825408,0.124,0.0849,0.1317,0.1197,0.1493,0.2026,0.1944,0.1572,0.1837,0.1581,0.133,0.1983,0.1217,0.155,0.1463,0.1317,0.1339,0.1312,0.1553,0.1206,0.1226
w28.oracleGeneral.bin.zst,91268055040,0.3862,0.3556,0.3862,0.3854,0.3699,0.3866,0.4011,0.3815,0.3863,0.3712,0.3813,0.494,0.4119,0.3709,0.3709,0.3806,0.3751,0.3813,0.3847,0.4253,0.3873
w46.oracleGeneral.bin.zst,532575944704,0.5912,0.5779,0.5912,0.6088,0.5909,0.5999,0.5982,0.5915,0.6115,0.5916,0.5912,0.6093,0.6546,0.592,0.592,0.5912,0.5918,0.5912,0.5986,0.6649,0.6061
w50.oracleGeneral.bin.zst,19327352832,0.4145,0.2773,0.402,0.3,0.4248,0.4271,0.373,0.3561,0.3643,0.4267,0.3909,0.3354,0.3006,0.4269,0.4176,0.3904,0.3975,0.3909,0.4265,0.3499,0.3399
