#file,size,ARC,Belady,CAR,Cacheus,Clock,FIFO,FIFOMerge,GDSF,GLCache,Hyperbolic,LFU,LHD,LIRS,LRU,LeCaR,QDLP,S3FIFO,Sieve,TwoQ,WTinyLFU,merlin
w80.oracleGeneral.bin.zst,146800640,0.7849,0.5978,0.7907,0.7486,0.8119,0.8177,0.8326,0.8361,0.8628,0.8062,0.7691,0.8374,0.7288,0.8106,0.8084,0.725,0.7182,0.8106,0.7437,0.704,0.7573
w58.oracleGeneral.bin.zst,1073741824,0.5131,0.4595,0.5133,0.5161,0.5544,0.5727,0.5768,0.5664,0.6087,0.5552,0.6303,0.637,0.5087,0.5577,0.5373,0.5083,0.5108,0.5268,0.5195,0.5268,0.5076
w36.oracleGeneral.bin.zst,249561088,0.3321,0.2171,0.3395,0.3365,0.3229,0.3304,0.3539,0.3452,0.3566,0.3424,0.4304,0.3651,0.3248,0.3224,0.3227,0.3248,0.3156,0.3395,0.312,0.3096,0.3181
w20.oracleGeneral.bin.zst,34359738368,0.9303,0.8475,0.9291,0.9222,0.9359,0.9387,0.9397,0.9261,0.931,0.9362,0.9223,0.9361,0.9118,0.9363,0.9318,0.9184,0.9166,0.9159,0.9222,0.9072,0.9076
w96.oracleGeneral.bin.zst,523239424,0.6719,0.4634,0.6701,0.6363,0.6222,0.6405,0.6801,0.6837,0.7505,0.6308,0.8249,0.7363,0.6764,0.6268,0.6235,0.6543,0.6568,0.7227,0.6558,0.6884,0.6515
w62.oracleGeneral.bin.zst,1073741824,0.8509,0.6394,0.8522,0.7578,0.8663,0.8666,0.8638,0.8777,0.8722,0.8633,0.8529,0.8807,0.783,0.866,0.8661,0.8491,0.8622,0.8521,0.8629,0.7306,0.78
w74.oracleGeneral.bin.zst,141557760,0.4909,0.3951,0.4902,0.4978,0.5183,0.5526,0.558,0.532,0.5729,0.5428,0.5081,0.5593,0.4915,0.5227,0.505,0.4901,0.4899,0.5021,0.4977,0.4874,0.4896
w28.oracleGeneral.bin.zst,6442450944,0.7392,0.5296,0.7276,0.7028,0.7767,0.7795,0.8025,0.7926,0.815,0.7756,0.8233,0.8136,0.6908,0.782,0.7742,0.7008,0.7037,0.7678,0.7451,0.7844,0.7096
w46.oracleGeneral.bin.zst,39728447488,0.7524,0.6063,0.7528,0.7419,0.7723,0.7912,0.7864,0.7913,0.8604,0.7744,0.7902,0.8591,0.7618,0.7854,0.7826,0.756,0.7584,0.7902,0.7767,0.7766,0.7593
w50.oracleGeneral.bin.zst,1073741824,0.9367,0.6437,0.9331,0.6761,0.9839,0.9869,0.8432,0.8104,0.812,0.966,0.9381,0.7663,0.6921,0.9866,0.9861,0.8107,0.8099,0.9381,0.9569,0.7112,0.7964
w88.oracleGeneral.bin.zst,243269632,0.4038,0.3179,0.4066,0.4283,0.4327,0.4588,0.5068,0.532,0.5561,0.4396,0.5039,0.5585,0.4391,0.434,0.4261,0.4078,0.4087,0.4449,0.4235,0.411,0.4122
w100.oracleGeneral.bin.zst,1073741824,0.8699,0.7731,0.8695,0.875,0.9043,0.9122,0.9074,0.9122,0.8989,0.9043,0.8925,0.9131,0.8637,0.9055,0.9008,0.8594,0.8699,0.8825,0.8832,0.851,0.8528
w12.oracleGeneral.bin.zst,244318208,0.0997,0.072,0.0998,0.0961,0.1152,0.1256,0.1321,0.1298,0.1288,0.1284,0.144,0.1177,0.0956,0.1165,0.1047,0.0949,0.0947,0.0954,0.0971,0.0929,0.098
w04.oracleGeneral.bin.zst,52613349376,0.7168,0.6139,0.7177,0.6767,0.6823,0.6907,0.6845,0.6733,0.6819,0.681,0.8452,0.7114,0.6787,0.6838,0.6757,0.6697,0.6707,0.6733,0.6742,0.6746,0.6689
w60.oracleGeneral.bin.zst,1055916032,0.6999,0.5832,0.6998,0.7068,0.7283,0.7366,0.747,0.7818,0.7662,0.7277,0.7287,0.8182,0.7061,0.7314,0.7233,0.6872,0.6829,0.7013,0.6956,0.6987,0.6911
w76.oracleGeneral.bin.zst,264241152,0.5289,0.357,0.5259,0.5033,0.5439,0.558,0.5642,0.5699,0.563,0.5458,0.5987,0.588,0.4928,0.5444,0.517,0.4892,0.481,0.5197,0.4875,0.4965,0.4889
w18.oracleGeneral.bin.zst,2147483648,0.5902,0.4921,0.5856,0.5816,0.63,0.6522,0.6648,0.6668,0.7041,0.6285,0.6334,0.7675,0.5818,0.6357,0.625,0.5794,0.5796,0.6209,0.5924,0.6228,0.5799
w34.oracleGeneral.bin.zst,6442450944,0.6895,0.5629,0.6877,0.6388,0.6364,0.6583,0.6978,0.7245,0.7384,0.6426,0.7549,0.7769,0.6874,0.6352,0.6307,0.6425,0.646,0.7206,0.6296,0.7035,0.6404
w82.oracleGeneral.bin.zst,78643200,0.6511,0.6047,0.6491,0.6602,0.694,0.7057,0.6978,0.6781,0.7326,0.6946,0.7011,0.7351,0.6571,0.6953,0.6711,0.6551,0.6581,0.6627,0.6672,0.6557,0.654
w94.oracleGeneral.bin.zst,1073741824,0.823,0.5981,0.8233,0.7605,0.8193,0.8337,0.7718,0.7907,0.7898,0.8197,0.8381,0.7974,0.7797,0.822,0.8128,0.7464,0.7523,0.8543,0.7774,0.7467,0.7549
w22.oracleGeneral.bin.zst,1073741824,0.7215,0.6931,0.7216,0.7241,0.7342,0.7368,0.7451,0.748,0.739,0.7333,0.7287,0.7943,0.7203,0.7346,0.7314,0.7195,0.7233,0.7228,0.7307,0.7168,0.7175
w10.oracleGeneral.bin.zst,46170898432,0.8536,0.7481,0.854,0.8449,0.868,0.8712,0.8705,0.8581,0.8629,0.8684,0.8659,0.8761,0.8333,0.868,0.8606,0.8373,0.8342,0.8434,0.8507,0.8499,0.8367
w06.oracleGeneral.bin.zst,703594496,0.0858,0.056,0.0842,0.0814,0.0852,0.1068,0.1034,0.1133,0.1413,0.0898,0.1594,0.1624,0.0849,0.0872,0.081,0.0807,0.0809,0.0841,0.0826,0.0864,0.0816
w68.oracleGeneral.bin.zst,665845760,0.3056,0.2507,0.3122,0.3206,0.397,0.5068,0.4585,0.4011,0.522,0.4444,0.4326,0.3981,0.3126,0.4229,0.3788,0.3247,0.3201,0.3852,0.3542,0.3066,0.3272
w44.oracleGeneral.bin.zst,571473920,0.7859,0.7279,0.7845,0.7929,0.8083,0.8184,0.8206,0.8313,0.8293,0.8087,0.8253,0.8529,0.7917,0.8112,0.8088,0.7823,0.7786,0.795,0.7881,0.7873,0.7802
w52.oracleGeneral.bin.zst,234881024,0.5298,0.4127,0.5294,0.5167,0.5756,0.5981,0.57,0.5147,0.5781,0.5891,0.5171,0.5452,0.5023,0.5811,0.5436,0.5034,0.4972,0.5466,0.5052,0.4871,0.4907
w102.oracleGeneral.bin.zst,246415360,0.4192,0.3006,0.4217,0.4034,0.4058,0.4348,0.4531,0.5135,0.4944,0.422,0.6416,0.5465,0.4199,0.4061,0.404,0.4073,0.4099,0.4176,0.4089,0.4396,0.4057
w42.oracleGeneral.bin.zst,1073741824,0.6711,0.5021,0.6678,0.6767,0.6915,0.7063,0.7199,0.7355,0.7497,0.6888,0.7151,0.7855,0.6719,0.697,0.6935,0.6614,0.6603,0.6819,0.6735,0.678,0.6607
w104.oracleGeneral.bin.zst,1073741824,0.9272,0.8731,0.9269,0.9273,0.933,0.9397,0.9348,0.929,0.9333,0.9352,0.9281,0.9317,0.9251,0.9351,0.9324,0.9168,0.9221,0.9265,0.9283,0.9304,0.9186
w54.oracleGeneral.bin.zst,82678120448,0.974,0.9566,0.974,0.9742,0.9762,0.9773,0.9762,0.9743,0.9744,0.9753,0.9743,0.9761,0.9747,0.9768,0.976,0.974,0.9737,0.9743,0.9748,0.9727,0.974
w16.oracleGeneral.bin.zst,2147483648,0.6518,0.609,0.6518,0.658,0.7018,0.7184,0.7501,0.7473,0.7292,0.7005,0.6647,0.8049,0.6538,0.7049,0.6958,0.6467,0.6492,0.6575,0.6567,0.7323,0.6495
w78.oracleGeneral.bin.zst,1073741824,0.5116,0.4045,0.5115,0.5152,0.5305,0.5725,0.5648,0.6834,0.7226,0.5283,0.6661,0.7293,0.52,0.535,0.5293,0.5217,0.5227,0.6173,0.5309,0.5501,0.5203
w32.oracleGeneral.bin.zst,1073741824,0.551,0.4536,0.5528,0.5427,0.5533,0.5637,0.5689,0.5722,0.592,0.5514,0.5953,0.6095,0.5516,0.5531,0.5442,0.5389,0.526,0.5607,0.5166,0.5166,0.5338
w84.oracleGeneral.bin.zst,650117120,0.3205,0.2495,0.321,0.3162,0.3327,0.3691,0.3574,0.422,0.4972,0.3358,0.5503,0.4558,0.3205,0.3348,0.3314,0.3141,0.3138,0.3503,0.3166,0.3219,0.316
w92.oracleGeneral.bin.zst,699400192,0.945,0.9311,0.945,0.9485,0.9576,0.9578,0.9594,0.9542,0.9478,0.9576,0.9454,0.9537,0.9409,0.9577,0.9566,0.9453,0.9537,0.9454,0.9573,0.9413,0.9383
w24.oracleGeneral.bin.zst,2147483648,0.7348,0.6233,0.7338,0.7383,0.7483,0.7543,0.7572,0.7524,0.7581,0.7484,0.8003,0.7655,0.7362,0.7486,0.7457,0.7294,0.7323,0.7461,0.7359,0.7552,0.7315
w66.oracleGeneral.bin.zst,88080384,0.6979,0.6465,0.6948,0.6982,0.7563,0.7609,0.7534,0.7299,0.7439,0.7552,0.7487,0.7432,0.7079,0.7574,0.7329,0.7089,0.7134,0.7204,0.7221,0.6979,0.698
w08.oracleGeneral.bin.zst,32212254720,0.942,0.8373,0.9412,0.924,0.9497,0.9548,0.9557,0.9522,0.945,0.9503,0.9342,0.9497,0.9223,0.9508,0.9483,0.9201,0.9295,0.9308,0.9379,0.9342,0.9206
w70.oracleGeneral.bin.zst,1034944512,0.3663,0.2617,0.3678,0.3558,0.3574,0.4216,0.4026,0.4388,0.4728,0.38,0.6202,0.4474,0.3668,0.3586,0.3539,0.3615,0.3659,0.4158,0.3671,0.4023,0.3615
w14.oracleGeneral.bin.zst,22548578304,0.8517,0.7582,0.8541,0.8248,0.832,0.8393,0.8357,0.8214,0.8272,0.8322,0.8983,0.8278,0.8349,0.8331,0.8252,0.8207,0.8228,0.8239,0.8205,0.8219,0.8195
w02.oracleGeneral.bin.zst,629145600,0.9752,0.7864,0.9563,0.7936,0.9975,0.9977,0.974,0.9192,0.9245,0.9973,0.9868,0.8426,0.8121,0.9975,0.9973,0.9823,0.9831,0.9866,0.985,0.8272,0.826
w98.oracleGeneral.bin.zst,1073741824,0.8699,0.7715,0.8696,0.8741,0.9013,0.9091,0.9032,0.9082,0.9022,0.9013,0.8934,0.9119,0.8617,0.9024,0.8992,0.8579,0.8683,0.8822,0.8808,0.8478,0.8497
w40.oracleGeneral.bin.zst,209715200,0.2485,0.1495,0.2332,0.2365,0.2498,0.228,0.2487,0.2446,0.2406,0.2417,0.2954,0.2461,0.2265,0.2233,0.2244,0.227,0.2183,0.2468,0.2185,0.2141,0.2224
w106.oracleGeneral.bin.zst,141557760,0.3731,0.2548,0.3713,0.3345,0.3805,0.4111,0.3728,0.3804,0.4291,0.38,0.4104,0.408,0.3232,0.3875,0.37,0.3355,0.3298,0.371,0.3144,0.3416,0.3431
w38.oracleGeneral.bin.zst,883949568,0.6441,0.5374,0.647,0.6441,0.6517,0.6602,0.6654,0.6688,0.6877,0.6533,0.7813,0.7374,0.6591,0.6527,0.6451,0.639,0.6382,0.6622,0.6317,0.6693,0.6376
